Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution,Potential_Max_Sales,Potential_Max_Margin
Hair/Body,Africa,Hair,Brand D,Cream,6126,42,-0.1305098672216322,0.285437313489327,0.0754859873916014,0.2192967945407012,7874.588982435616,725.286291312934
Hair/Body,Africa,Hair,Brand D,Shampoo,6871,31,-0.1389189357591877,0.1197971464249646,0.0677359904966749,0.246960699659726,7694.126193085931,589.0455042535649
Hair/Body,Africa,Hair,Brand E,Deodorant,6236,34,-0.0476872187489234,0.2463789196114026,0.0770927623836032,0.2514417376014531,7772.418942696707,664.4655782681571
Hair/Body,Africa,Hair,Brand E,Conditioner,2571,49,-0.0106628660190358,0.2562596678318546,0.0745431152763098,0.2239532444184187,3229.8436059956985,354.4336377181425
Hair/Body,Africa,Body,Brand A,Conditioner,5146,34,-0.1373408050271405,0.2967684768030039,0.0692112398536192,0.3053866346485487,6673.170581628258,692.8850161621117
Hair/Body,Africa,Body,Brand A,Perfume,6234,47,-0.0174663729514728,0.1547348419889199,0.0753526254860294,0.4555906045380472,7198.617004958926,1541.4224683697387
Hair/Body,Africa,Body,Brand B,Deodorant,4003,26,-0.0909195734767178,0.1494262806760391,0.0616138458838819,0.3823244654561742,4601.153401546185,457.3747138292807
Hair/Body,Africa,Body,Brand B,Shampoo,3512,29,-0.0832803731190967,0.2822169839389704,0.0924583398995966,0.2093505253243053,4503.146047593664,273.3934372959827
Hair/Body,Africa,Body,Brand C,Shampoo,7097,37,-0.0993320474531481,0.1049985626724555,0.053476334574458,0.3503640356193429,7842.174799286417,1016.6179239628107
Hair/Body,Africa,Body,Brand C,Deodorant,7222,42,-0.0267085339493909,0.1728018059630988,0.061285550266711,0.347184962409343,8469.974642665498,1235.072087727202
Hair/Body,Africa,Body,Brand D,Perfume,5746,54,-0.0851037654630182,0.2889858463196136,0.0788782690453118,0.2769850847243028,7406.512672952499,1107.80651172386
Hair/Body,Africa,Body,Brand D,Lotion,9873,45,-0.0478308595789657,0.1291884966885484,0.0985469679774309,0.3334651844572979,11148.478027806039,1672.933176882213
Hair/Body,Africa,Body,Brand E,Perfume,4179,16,-0.0110135023344471,0.2645809076780981,0.0519085615886192,0.3776848357217564,5284.683613186772,319.35117796606465
Hair/Body,Africa,Body,Brand E,Shampoo,7297,56,-0.1128251686192044,0.1966963444643462,0.0935385671802285,0.2588881526364303,8732.293225556334,1265.9848664085807
Hair/Body,Africa,Fragrance,Brand A,Perfume,9771,57,-0.0309851371204483,0.2563690115054226,0.0624812378918488,0.3062497758462281,12275.981611419485,2142.924471570092
Hair/Body,Africa,Fragrance,Brand A,Lotion,2451,12,-0.0151091267786931,0.2629193140605216,0.0807429742858276,0.3479646906847882,3095.4152387623385,129.25142473163004
Hair/Body,Africa,Fragrance,Brand B,Perfume,1968,53,-0.1441618670576374,0.2384061837751593,0.0506235222802089,0.3473596988990504,2437.1833696695135,448.6870191685929
Hair/Body,Africa,Fragrance,Brand B,Lotion,9856,23,-0.1287811940208413,0.1658598378116605,0.0808311412349951,0.302672261603621,11490.714561471726,799.9217296653308
Hair/Body,Africa,Fragrance,Brand C,Deodorant,2718,13,-0.0697239381388692,0.2415854846414829,0.0707378791041,0.2411996074167636,3374.6293472555503,105.81470558556664
Hair/Body,Africa,Fragrance,Brand C,Cream,9706,28,-0.1052365077049542,0.1022467782134,0.059101454682814,0.2690867792341265,10698.40722933926,806.0639843978391
Hair/Body,Africa,Fragrance,Brand D,Perfume,3037,18,-0.060362920124189,0.2522936386912228,0.0804434577342966,0.3564334234882621,3803.215780705244,244.00677977664364
Hair/Body,Africa,Fragrance,Brand D,Conditioner,3269,27,-0.1454506036252031,0.1183216560779396,0.0996974049292479,0.4319613718185222,3655.7934937187847,426.37362461063844
Hair/Body,Africa,Fragrance,Brand E,Perfume,9665,53,-0.006680386062556,0.2042483442959364,0.0659929308626794,0.2742063587631591,11639.060247620226,1691.4972948602367
Hair/Body,Africa,Fragrance,Brand E,Shampoo,4309,31,-0.1322309160928376,0.1136972737525077,0.0948369778246156,0.3457324363460755,4798.921552599556,514.33428046632
Hair/Body,Africa,Skincare,Brand A,Cream,9693,25,-0.0856650477044967,0.2954772480279151,0.0517786357545322,0.3585616904130976,12557.06096513458,1125.6202515697446
Hair/Body,Africa,Skincare,Brand A,Perfume,1207,38,-0.0304966091286229,0.1095553672696423,0.0715549060814278,0.4472571667282885,1339.2333282944583,227.6130475204086
Hair/Body,Africa,Skincare,Brand B,Perfume,2520,29,-0.0052878052733205,0.1630408764903013,0.0947175913917811,0.3445289076506721,2930.8630087555593,292.83243895529137
Hair/Body,Africa,Skincare,Brand B,Body Wash,1981,13,-0.1326712408196824,0.2861101280616243,0.0940627651862369,0.2069041865586323,2547.7841636900775,68.5291372889839
Hair/Body,Africa,Skincare,Brand C,Perfume,6386,36,-0.1235665833052544,0.1064522558278209,0.0754095449962661,0.4267754463173029,7065.804105716465,1085.5842122907993
Hair/Body,Africa,Skincare,Brand C,Lotion,1011,43,-0.1438716418851645,0.1353408172670501,0.0538150862954928,0.3576872525506624,1147.8295662569876,176.5425216988786
Hair/Body,Africa,Skincare,Brand D,Shampoo,1556,41,-0.0544324561945182,0.2392246495624777,0.0814116469228771,0.2833702683806124,1928.2335547192154,224.0256645595274
Hair/Body,Africa,Skincare,Brand D,Cream,1049,57,-0.148611711688754,0.1754329651253159,0.0714726792195837,0.2811684814226081,1233.0291804164565,197.6126970582511
Hair/Body,Africa,Skincare,Brand E,Shampoo,3361,11,-0.1060976704240306,0.1952499906808278,0.0676956570275655,0.4695780271558351,4017.2352186782623,207.5045927468666
Hair/Body,Africa,Skincare,Brand E,Deodorant,6679,14,-0.0899030718482203,0.1916746288111642,0.0773544207494327,0.3447415575908203,7959.194845829766,384.14113196482555
CC/Fragrances,North America,Hair,Brand A,Body Wash,6805,46,-0.1152979452458503,0.1808819186992032,0.0832719749366705,0.2157048192635345,8035.901456748078,797.3560288198122
CC/Fragrances,North America,Hair,Brand A,Cream,6750,29,-0.0971016597829195,0.2208060439659164,0.0550952540396366,0.3938905346552168,8240.440796769935,941.2911730579673
CC/Fragrances,North America,Hair,Brand B,Lotion,9236,28,-0.0684102261070776,0.2711802415322769,0.0616897124494304,0.4571220687642174,11740.62071079211,1502.7311118101256
CC/Fragrances,North America,Hair,Brand B,Body Wash,4262,10,-0.0181280779326946,0.1580084094335392,0.0604699606762928,0.2173572521163579,4935.431841005744,107.2751902968586
CC/Fragrances,North America,Hair,Brand C,Cream,8840,49,-0.0020998591857891,0.1399811723109887,0.0841719805627155,0.2558613925912353,10077.43356322914,1263.4288307643965
CC/Fragrances,North America,Hair,Brand C,Body Wash,7863,16,-0.1159625542612639,0.2749888825224432,0.093683269847585,0.2646785475841349,10025.23758327397,424.554451636294
CC/Fragrances,North America,Hair,Brand D,Conditioner,5543,47,-0.0336026498564049,0.1336187470677259,0.0838176655521999,0.3889286550664332,6283.648714996405,1148.6287905077324
CC/Fragrances,North America,Hair,Brand D,Body Wash,7327,17,-0.0485859559187259,0.252613416135577,0.0564603350399309,0.4101945553819168,9177.898500025372,640.0030790749057
CC/Fragrances,North America,Hair,Brand E,Body Wash,4962,48,-0.1326753818370231,0.2900782870273495,0.0922375305972014,0.4837390097758182,6401.368460229708,1486.363987277603
CC/Fragrances,North America,Hair,Brand E,Conditioner,4530,12,-0.1010533777760216,0.2148564111690954,0.0827220561368338,0.4613732205575687,5503.299542596002,304.6890040392614
CC/Fragrances,North America,Body,Brand A,Body Wash,4363,13,-0.0169483610713656,0.2008034170224487,0.0738063118756316,0.3790669760109288,5239.105308468944,258.1763348169365
CC/Fragrances,North America,Body,Brand A,Lotion,8476,30,-0.03974178071614,0.2763339810209209,0.0802295833049815,0.3188395826739012,10818.206823133325,1034.781764630334
CC/Fragrances,North America,Body,Brand B,Conditioner,9666,31,-0.1403897709772745,0.1518059460114312,0.0771418948320916,0.3077304131134492,11133.356274146494,1062.0824209305167
CC/Fragrances,North America,Body,Brand B,Soap,6813,42,-0.0433674824693176,0.1536499565664065,0.0922396896331252,0.4581018036344988,7859.817154086927,1512.25049410033
CC/Fragrances,North America,Body,Brand C,Body Wash,8001,52,-0.149774832324414,0.1248769103079471,0.0505564796727483,0.2096334931399575,9000.140159373885,981.1000265865559
CC/Fragrances,North America,Body,Brand C,Cream,5008,14,-0.0331774661791858,0.2918769348765168,0.0509880905987408,0.2390773395514169,6469.719689861597,216.54687195337402
CC/Fragrances,North America,Body,Brand D,Perfume,7600,52,-0.1435983885352501,0.1858543314544678,0.0987966486776755,0.2081287729785706,9012.492919053955,975.394728214793
CC/Fragrances,North America,Body,Brand D,Conditioner,3388,51,-0.1268316983914455,0.2064409684371933,0.0885010764500445,0.3988263389768824,4087.4220010652107,831.3874917945844
CC/Fragrances,North America,Body,Brand E,Soap,5162,33,-0.0457260866037615,0.1550850657726555,0.0726196637724,0.3078319634238896,5962.549109518447,605.7028558001613
CC/Fragrances,North America,Body,Brand E,Shampoo,1415,11,-0.1430575494882424,0.1864983233820322,0.0641635971081759,0.2567536589442877,1678.8951275855754,47.41687136904666
CC/Fragrances,North America,Fragrance,Brand A,Conditioner,9301,48,-0.0144248844635458,0.1260275006367462,0.0555685802041875,0.2917414832387243,10473.181783422377,1466.6215621077272
CC/Fragrances,North America,Fragrance,Brand A,Deodorant,3786,14,-0.030008213173427,0.1361719420570569,0.0522999799832385,0.3183877961826236,4301.546972628017,191.7384085107499
CC/Fragrances,North America,Fragrance,Brand B,Cream,5012,47,-0.0598897974592313,0.1715027281836797,0.0514130670254649,0.3709049883309898,5871.571673656602,1023.5637548580207
CC/Fragrances,North America,Fragrance,Brand B,Shampoo,8179,12,-0.0200304095277166,0.1756306076714779,0.0565008365700105,0.3666751838520682,9615.482740145018,423.0910681882876
CC/Fragrances,North America,Fragrance,Brand C,Cream,1090,13,-0.0434055700626712,0.1649001841205686,0.0575760727578616,0.4504693299277147,1269.7412006914199,74.35733082141985
CC/Fragrances,North America,Fragrance,Brand C,Conditioner,7484,58,-0.0512391720997262,0.2191690428754742,0.061248464755136,0.4452110007645928,9124.261116880049,2356.0884253885038
CC/Fragrances,North America,Fragrance,Brand D,Conditioner,2392,44,-0.0290208714956351,0.1106957467669328,0.0756771984961748,0.2388320880242303,2656.784226266503,279.19114264318995
CC/Fragrances,North America,Fragrance,Brand D,Lotion,3751,48,-0.0132874724775847,0.299715569334578,0.088587340278296,0.2760787993029898,4875.2331005740025,646.0552803497582
CC/Fragrances,North America,Fragrance,Brand E,Perfume,1197,49,-0.0725189675754199,0.2616001456329787,0.0963117088684731,0.4667600780305698,1510.1353743226755,345.38674352623207
CC/Fragrances,North America,Fragrance,Brand E,Conditioner,9918,24,-0.0417505183941183,0.1369471417581003,0.0951147328269713,0.3601790935372329,11276.241751956839,974.7519678543631
CC/Fragrances,North America,Skincare,Brand A,Soap,6857,59,-0.1072351691130514,0.2980490565454697,0.0894404459258513,0.2857150500738298,8900.722380732286,1500.4115010154676
CC/Fragrances,North America,Skincare,Brand A,Lotion,8698,11,-0.1231697117969723,0.2989629961333171,0.0603153191151711,0.4071266552451531,11298.380140367592,505.9858887859734
CC/Fragrances,North America,Skincare,Brand B,Body Wash,5423,32,-0.1161245032432041,0.1191888375730797,0.0691123107037932,0.4784564886066562,6069.361066158811,929.2560588160947
CC/Fragrances,North America,Skincare,Brand B,Conditioner,2620,49,-0.132325810395519,0.2782773966432861,0.0513397014689931,0.4960445918707933,3349.0867792054096,814.0352284201003
CC/Fragrances,North America,Skincare,Brand C,Cream,1998,53,-0.0349418550681021,0.1226249070623541,0.0806637205224192,0.330727718597978,2243.0045643105836,393.1666046504243
CC/Fragrances,North America,Skincare,Brand C,Lotion,4097,29,-0.0363103188745078,0.2536481139460733,0.0539552776485948,0.3854924651288437,5136.196322837062,574.1898447440868
CC/Fragrances,North America,Skincare,Brand D,Soap,7619,32,-0.006090754523996,0.1337021445557316,0.0941538369211183,0.4082618193995617,8637.676639370118,1128.4587456557877
CC/Fragrances,North America,Skincare,Brand D,Cream,1837,36,-0.1057669928905976,0.1102543761077902,0.0769441544893849,0.4203696031896282,2039.5372889100104,308.6494130986384
CC/Fragrances,North America,Skincare,Brand E,Body Wash,3322,37,-0.134475622229824,0.2466535890861868,0.0693262025553208,0.2394633161725766,4141.383222944312,366.93246323985574
CC/Fragrances,North America,Skincare,Brand E,Conditioner,4013,20,-0.1218085057208274,0.1982898558204173,0.0838774235903766,0.4050098959300836,4808.737191407335,389.51722988940145
CC/Fragrances,Europe,Hair,Brand A,Body Wash,2755,16,-0.0926386290460692,0.2138019664794489,0.0623592670784517,0.4091438116925142,3344.0244176508813,218.90990346088344
CC/Fragrances,Europe,Hair,Brand A,Shampoo,7684,30,-0.099522049184491,0.2889018191646079,0.075847907834018,0.3264191530288397,9903.921578460846,969.8489079915715
CC/Fragrances,Europe,Hair,Brand B,Soap,5381,44,-0.0867256094044183,0.2560062186277179,0.0886253176846021,0.4444727140606436,6758.56946243575,1321.7598733399293
CC/Fragrances,Europe,Hair,Brand B,Body Wash,2243,12,-0.0851968847150675,0.1182773143174812,0.0890035464431344,0.3842616374537071,2508.29601601411,115.66103211986302
CC/Fragrances,Europe,Hair,Brand C,Conditioner,3240,34,-0.0424937594262568,0.2740795105475118,0.0769963489419454,0.3508288940339966,4128.0176141739385,492.3974704053901
CC/Fragrances,Europe,Hair,Brand C,Deodorant,3450,12,-0.0619063470233594,0.2760843608405605,0.0680997099091184,0.4673388973591796,4402.4910448999335,246.89463726686367
CC/Fragrances,Europe,Hair,Brand D,Perfume,4825,21,-0.0734425225597012,0.1213967468106318,0.0912662391879399,0.245782389473621,5410.739303361299,279.27153130778487
CC/Fragrances,Europe,Hair,Brand D,Body Wash,5474,18,-0.0646099232828161,0.2523103367004622,0.0655398184206395,0.2185522400072257,6855.14678309833,269.6773833044041
CC/Fragrances,Europe,Hair,Brand E,Body Wash,8983,56,-0.1404999538907357,0.2047913175895739,0.083517205588249,0.3663307146467575,10822.640405907143,2220.212732786069
CC/Fragrances,Europe,Hair,Brand E,Perfume,5131,18,-0.1356482485498836,0.2574944478367741,0.06958327256329,0.4292710948679855,6452.204011850488,498.55404248616014
CC/Fragrances,Europe,Body,Brand A,Soap,3630,59,-0.1095733728859713,0.1430716693173677,0.0755233167226805,0.2504185630252333,4149.350159622045,613.0538396320342
CC/Fragrances,Europe,Body,Brand A,Cream,5117,13,-0.0571881026794893,0.2003049949007178,0.0754133479672381,0.4856689942479633,6141.960658906974,387.78478126984805
CC/Fragrances,Europe,Body,Brand B,Cream,8661,32,-0.1375018215007791,0.166949117608188,0.0766428830549968,0.4801012439343801,10106.946307604518,1552.754398290854
CC/Fragrances,Europe,Body,Brand B,Perfume,2745,55,-0.0001258563192982,0.2720809911062252,0.0999301816420284,0.4336448132708143,3491.8623205865883,832.8253911879899
CC/Fragrances,Europe,Body,Brand C,Conditioner,5485,49,-0.0338507660914029,0.2117890282553704,0.0697541882736968,0.3657418219497645,6646.662819980707,1191.1716591360969
CC/Fragrances,Europe,Body,Brand C,Perfume,5587,59,-0.1365757252104187,0.1035267821928031,0.0618906177750615,0.4921658851894657,6165.404132111192,1790.2969335164635
CC/Fragrances,Europe,Body,Brand D,Lotion,4865,50,-0.121939137707584,0.2922716677223025,0.0707449758294604,0.4732433162800664,6286.9016634690015,1487.617096173368
CC/Fragrances,Europe,Body,Brand D,Deodorant,2905,12,-0.0232206280389224,0.2046870567577906,0.0665176499113751,0.4765709438166331,3499.6158998813817,200.1378302882599
CC/Fragrances,Europe,Body,Brand E,Body Wash,9010,15,-0.0403405535832289,0.1760159120496489,0.091215516484507,0.3957314363858593,10595.903367567336,628.9698089179778
CC/Fragrances,Europe,Body,Brand E,Conditioner,6969,34,-0.0213600974586584,0.1514471664464199,0.071843115740832,0.4707783860459426,8024.4353029651,1284.4284382923981
CC/Fragrances,Europe,Fragrance,Brand A,Shampoo,3770,32,-0.0980723942081231,0.1193041465336394,0.0583775176122321,0.3291827206746252,4219.77663243182,444.5048168009966
CC/Fragrances,Europe,Fragrance,Brand A,Deodorant,7413,49,-0.1154156787060388,0.1871654081572877,0.0933119237488089,0.328675815516666,8800.457170669973,1417.323744369828
CC/Fragrances,Europe,Fragrance,Brand B,Shampoo,8740,22,-0.1009240109360956,0.1561399726075389,0.0625803924579385,0.4241036979110272,10104.663360589891,942.7935214218928
CC/Fragrances,Europe,Fragrance,Brand B,Body Wash,8481,55,-0.1198531001421031,0.2069532252743314,0.0519086891512764,0.2830033983520866,10236.170303551604,1593.2790401086977
CC/Fragrances,Europe,Fragrance,Brand C,Conditioner,2466,43,-0.0292211337638163,0.2647565858787513,0.0614401976350042,0.373083826094939,3118.8897407770005,500.35114659265446
CC/Fragrances,Europe,Fragrance,Brand C,Soap,1114,45,-0.0644306309540954,0.1045775648056193,0.0996666707682738,0.2057775739642708,1230.49940719346,113.9441322495346
CC/Fragrances,Europe,Fragrance,Brand D,Deodorant,4445,44,-0.1015302492229848,0.2825857614399445,0.0832665107242337,0.47814416668867,5701.093709600554,1199.4156684360291
CC/Fragrances,Europe,Fragrance,Brand D,Cream,7914,45,-0.0136697962165628,0.2041894623063908,0.0943400558768831,0.2622373753160857,9529.955404692777,1124.5997214926906
CC/Fragrances,Europe,Fragrance,Brand E,Cream,2139,29,-0.1025364866822145,0.2434614200768105,0.0959514557884995,0.3090618235459054,2659.763977544298,238.38913647944986
CC/Fragrances,Europe,Fragrance,Brand E,Body Wash,4294,43,-0.1379203808989662,0.1293581971843798,0.080357393466907,0.3784628275494598,4849.464098709727,789.1970148058286
CC/Fragrances,Europe,Skincare,Brand A,Deodorant,3500,26,-0.0028955558291939,0.1099597930773546,0.0612789626241613,0.2200080556259485,3884.859275770741,222.2220872671153
CC/Fragrances,Europe,Skincare,Brand A,Soap,4936,23,-0.0832334068499897,0.1541758871526885,0.0742479324125037,0.2851575274591376,5697.012178985671,373.64555857875405
CC/Fragrances,Europe,Skincare,Brand B,Soap,6688,29,-0.0385753709480296,0.2788819651231511,0.0524057234702892,0.382906620288621,8553.162582743635,949.7681474278627
CC/Fragrances,Europe,Skincare,Brand B,Shampoo,4668,29,-0.0361561580752202,0.12463387130801,0.0679149713916837,0.217026386623699,5249.790911265791,330.40951408056566
CC/Fragrances,Europe,Skincare,Brand C,Shampoo,2623,50,-0.037454055639945,0.2930814072199728,0.0568460956008152,0.3922931858876134,3391.7525311379886,665.2807030912492
CC/Fragrances,Europe,Skincare,Brand C,Conditioner,8723,12,-0.0986893801316387,0.2615230860871692,0.0805856753586888,0.2688447572938562,11004.265879938377,355.0127027626915
CC/Fragrances,Europe,Skincare,Brand D,Lotion,5668,37,-0.0438495994617127,0.1394482733668799,0.0701736610768243,0.483746330692173,6458.392813443475,1155.9628154986328
CC/Fragrances,Europe,Skincare,Brand D,Cream,3786,31,-0.0919709404093981,0.152888772290767,0.0640038503070608,0.3137380653653968,4364.836891892844,424.51879945037143
CC/Fragrances,Europe,Skincare,Brand E,Deodorant,8418,37,-0.0429953203427087,0.2501439906703659,0.0540021019696351,0.4075684678870855,10523.712113463142,1586.979292350506
CC/Fragrances,Europe,Skincare,Brand E,Body Wash,7297,16,-0.1341420326834416,0.1522132244529376,0.0731711845383977,0.4561960670687864,8407.699898833087,613.689540310766
CC/Fragrances,Asia,Hair,Brand A,Perfume,3197,33,-0.0825136020702545,0.1224380378891093,0.0967360357959706,0.2415828154071373,3588.434407131482,286.0783487029595
CC/Fragrances,Asia,Hair,Brand A,Body Wash,1431,34,-0.0621498669485195,0.2365889243732817,0.0836849080306917,0.4359611441613147,1769.558750778166,262.29601160097144
CC/Fragrances,Asia,Hair,Brand B,Perfume,7685,24,-0.0501547503490251,0.1314950475544115,0.099623734304795,0.3100531268545798,8695.539440455652,647.0590063681435
CC/Fragrances,Asia,Hair,Brand B,Shampoo,8887,46,-0.0770163489475027,0.2469818260333108,0.066372846237887,0.2502219395074473,11081.927487958033,1275.5530391781663
CC/Fragrances,Asia,Hair,Brand C,Cream,9248,38,-0.1133756675008461,0.2262783851367148,0.0765334217536239,0.3156674605028113,11340.622505744337,1360.3488926255507
CC/Fragrances,Asia,Hair,Brand C,Body Wash,8906,44,-0.0628867383421732,0.2747537682166072,0.0858944371034592,0.3371916076279979,11352.957059737104,1684.3736106139281
CC/Fragrances,Asia,Hair,Brand D,Perfume,2752,35,-0.128529967047729,0.2589183836915631,0.0824002926305779,0.4188897554128155,3464.543391919182,507.9416069203392
CC/Fragrances,Asia,Hair,Brand D,Deodorant,4302,12,-0.1132250778164084,0.1189305213289745,0.0629112941784404,0.2288645156475984,4813.639102757248,132.20054181058532
CC/Fragrances,Asia,Hair,Brand E,Body Wash,4197,22,-0.0054403573698317,0.1479549766191709,0.0757496247103137,0.2632449604350927,4817.96703687066,279.02721923969153
CC/Fragrances,Asia,Hair,Brand E,Shampoo,4872,48,-0.1019991721659177,0.2665359785113261,0.096279060351683,0.2683910772771238,6170.563287307181,794.9395814817814
CC/Fragrances,Asia,Body,Brand A,Shampoo,2795,41,-0.0259716123318105,0.1923059824066017,0.0803660817398071,0.492372788520199,3332.495220826452,672.7402854895082
CC/Fragrances,Asia,Body,Brand A,Lotion,1909,56,-0.0546983493332121,0.2422988569320412,0.0661500123536411,0.2744563809330818,2371.548517883267,364.496509118255
CC/Fragrances,Asia,Body,Brand B,Deodorant,3355,29,-0.10040663067188,0.2656176153639606,0.0541235081944673,0.2090807510928739,4246.147099546088,257.45841119893794
CC/Fragrances,Asia,Body,Brand B,Soap,7326,59,-0.0026169163346978,0.28388534797119,0.0999838430906373,0.397622640067917,9405.744059236938,2206.562702935781
CC/Fragrances,Asia,Body,Brand C,Conditioner,1047,36,-0.1058138736854195,0.2660760009051798,0.0716534035585156,0.2739865875412909,1325.5815729477233,130.74896580464286
CC/Fragrances,Asia,Body,Brand C,Deodorant,7406,26,-0.1137430561885781,0.2441777557232495,0.0757776735405868,0.3259773223563069,9214.380458886386,780.9565579816162
CC/Fragrances,Asia,Body,Brand D,Perfume,9623,54,-0.1190573207592737,0.1793692722611495,0.0680424411558587,0.2709114216559405,11349.070506969041,1660.2801257789038
CC/Fragrances,Asia,Body,Brand D,Soap,2769,11,-0.0035163560843233,0.2424915788521347,0.0979492505446737,0.3922837697276675,3440.459181841561,148.45999271916716
CC/Fragrances,Asia,Body,Brand E,Conditioner,7045,54,-0.1484706023801097,0.253402785832938,0.0749611446824774,0.2320528791621326,8830.222626193048,1106.5024353873807
CC/Fragrances,Asia,Body,Brand E,Body Wash,4406,36,-0.0551803729396715,0.1695103913068582,0.0682734640091194,0.3424537817460509,5152.862784098018,635.2622450038263
CC/Fragrances,Asia,Fragrance,Brand A,Conditioner,3134,20,-0.0566488283612566,0.1127348446812916,0.0860689170846261,0.2038388785660979,3487.3110032311683,142.16991282197102
CC/Fragrances,Asia,Fragrance,Brand A,Shampoo,7258,42,-0.132455581455204,0.2298343410814073,0.0951835517775253,0.2293997988049361,8926.137647568854,860.0147557921334
CC/Fragrances,Asia,Fragrance,Brand B,Shampoo,9112,44,-0.0089542249573608,0.2976427647454785,0.0714882486714233,0.4923822435927737,11824.1208723608,2561.6743520038685
CC/Fragrances,Asia,Fragrance,Brand B,Cream,1501,48,-0.1458855883051591,0.1401161813819017,0.0771494849613635,0.2159525328660681,1711.3143882542342,177.3900848033509
CC/Fragrances,Asia,Fragrance,Brand C,Cream,1013,56,-0.0691626777156778,0.1332862208342455,0.0973430675938512,0.3407671410985866,1148.0189417050908,219.0759943074465
CC/Fragrances,Asia,Fragrance,Brand C,Shampoo,5097,23,-0.0463576375889414,0.1775245618048382,0.0638602001942458,0.4444311459582047,6001.84269151926,613.5033398081396
CC/Fragrances,Asia,Fragrance,Brand D,Shampoo,3071,42,-0.0543359010805115,0.1493886568381601,0.0528369912578913,0.2605601110585877,3529.77256514999,386.28153126655565
CC/Fragrances,Asia,Fragrance,Brand D,Conditioner,9075,12,-0.0847988867601298,0.1037772702900676,0.0729913863789735,0.4333421635057964,10016.778727882363,520.8831078359259
CC/Fragrances,Asia,Fragrance,Brand E,Shampoo,9960,25,-0.1028497942698779,0.2193044583398086,0.0923419554342887,0.4114422423442431,12144.272405064492,1249.1666674947621
CC/Fragrances,Asia,Fragrance,Brand E,Body Wash,5344,33,-0.1145220921710315,0.1815164073704057,0.0642600575955535,0.2918988973895165,6314.023680987448,608.2086616886056
CC/Fragrances,Asia,Skincare,Brand A,Perfume,3746,37,-0.0195185874163573,0.1174367832059716,0.0593997738301893,0.4782946345986419,4185.9181898895695,740.7778181044249
CC/Fragrances,Asia,Skincare,Brand A,Shampoo,4677,56,-0.0565506677924025,0.1186012074958164,0.0697081183474151,0.2522748058841952,5231.697847457934,739.1023129908389
CC/Fragrances,Asia,Skincare,Brand B,Deodorant,2419,35,-0.0048263076228848,0.1316900808518952,0.064411289701041,0.3576446586976366,2737.5583055807347,342.67558705250576
CC/Fragrances,Asia,Skincare,Brand B,Shampoo,7880,41,-0.1475760998102714,0.2887443753759104,0.0576187900183792,0.4055198723336505,10155.305677962175,1688.4530874349311
CC/Fragrances,Asia,Skincare,Brand C,Cream,6470,45,-0.0733630629523349,0.121052777863114,0.0501217611690918,0.3598800515590244,7253.211472774348,1174.628753455743
CC/Fragrances,Asia,Skincare,Brand C,Body Wash,2754,19,-0.1290036192045476,0.2548023158342481,0.0904108969210607,0.3821393072372362,3455.725577807519,250.908029878019
CC/Fragrances,Asia,Skincare,Brand D,Deodorant,4681,52,-0.0915169433152384,0.1407849545019028,0.0802320876641864,0.2282046837444246,5340.014372023407,633.6804712983076
CC/Fragrances,Asia,Skincare,Brand D,Lotion,3722,38,-0.1021261643590543,0.1933919807110221,0.0939439570977273,0.4956833020572546,4441.804952206424,836.6568474054994
CC/Fragrances,Asia,Skincare,Brand E,Deodorant,6036,27,-0.1166163605357907,0.1664360364094189,0.0792729535678929,0.2453219974691596,7040.607915767252,466.3483192691637
CC/Fragrances,Asia,Skincare,Brand E,Conditioner,8874,39,-0.13211199908287,0.1529793618451664,0.075093832486055,0.4313331731264931,10231.538857014008,1721.1488272535173
CC/Fragrances,South America,Hair,Brand A,Lotion,8897,52,-0.099684005223179,0.1290131636920157,0.0580486630148736,0.2196894273588059,10044.830117367865,1147.5063477285373
CC/Fragrances,South America,Hair,Brand A,Body Wash,7044,49,-0.022854369602892,0.1219041165710896,0.071762016238173,0.4224062912504492,7902.692597126756,1635.6920647138995
CC/Fragrances,South America,Hair,Brand B,Deodorant,9979,19,-0.101262006350223,0.2804259899789739,0.0542768343013992,0.3532293850395388,12777.37095400018,857.5351480556744
CC/Fragrances,South America,Hair,Brand B,Body Wash,8087,22,-0.0059708949806142,0.1445112747968488,0.0527972997351431,0.2875170045568236,9255.662679282117,585.4552899218273
CC/Fragrances,South America,Hair,Brand C,Soap,5942,43,-0.1373001897953374,0.198579285417508,0.0858865546461713,0.3491620911830477,7121.958113950832,1069.288649005613
CC/Fragrances,South America,Hair,Brand C,Perfume,2703,42,-0.1438236935845043,0.1997585883622228,0.0651396439425443,0.2473832893572214,3242.947464343088,336.94542459557846
CC/Fragrances,South America,Hair,Brand D,Shampoo,3023,38,-0.0950886104307059,0.1572576975231018,0.0532650253054788,0.4596350493221605,3498.3900196123373,611.0334143008149
CC/Fragrances,South America,Hair,Brand D,Conditioner,2256,28,-0.0970196412862286,0.1860726169447975,0.066224139592335,0.449202233240686,2675.779823827463,336.55055630662645
CC/Fragrances,South America,Hair,Brand E,Soap,6007,52,-0.1441416610795366,0.1423782134421858,0.0648897083603161,0.4962820728124136,6862.265928147211,1770.9221706856674
