Portfolio,Geography,Category,Brand,Segment,Initial Sales,Margin,Min Trend,Max Trend,Min Contribution,Max Contribution
ACME,North America,Makeup,Balmain,Lipstick,877378,37,-0.03137500641424927,0.1551454481867181,0.06810437015601647,0.21400716370382733
ACME,Europe,Fragrance,Aveda,Hair Dye,975743,47,-0.06818892575916831,0.19035325663214392,0.07404469548445262,0.39221285234799774
ACME,South America,Skincare,Aveda,Lipstick,871646,22,-0.08231983335359357,0.1498510604343937,0.09263002048845052,0.21071203258630988
ACME,Europe,Fragrance,Bobbi Brown,Fragrance,165647,26,-0.08975996502039989,0.0897637102891175,0.032366233829935975,0.3858707483701683
ACME,Africa,Skincare,Aveda,Face Cream,444617,24,-0.026268472618690294,0.13558400776113472,0.06519170852194046,0.25358405052695143
ACME,Europe,Skincare,Elizabeth Arden,Hair Dye,313374,45,-0.054955900457406684,0.11634866050493153,0.04603544689452871,0.4083593617275211
ACME,Africa,Makeup,Elizabeth Arden,Lipstick,744784,37,-0.06764700858218611,0.13346286966682241,0.011066976388921953,0.15712397031306785
ACME,Europe,Fragrance,Elizabeth Arden,Fragrance,396230,24,-0.014334698419368783,0.12764157161192377,0.021277080676549827,0.18199197728173822
ACME,South America,Fragrance,Frederic Malle,Hair Dye,139526,20,-0.0406386783430616,0.17881629278426975,0.03924927057372296,0.37436464228806543
ACME,North America,Tools,Elizabeth Arden,Fragrance,517723,40,-0.04819976636034156,0.14777001550716007,0.06084999740637242,0.32409244807930504
ACME,South America,Tools,Aveda,Face Cream,471833,13,-0.025662083502438426,0.0783137716901156,0.08933272990266444,0.18155133704863968
ACME,Africa,Hair,Aveda,Face Cream,688381,44,-0.018441685976471167,0.05945251683130563,0.08120027063812955,0.46113080469072865
ACME,Asia,Skincare,Elizabeth Arden,Mascara,936953,43,-0.031392684457728054,0.11365456830220205,0.059800030518049344,0.21037765896505853
ACME,South America,Makeup,Balmain,Toner,418873,36,-0.05599936814006473,0.05234159333865939,0.016648337611672087,0.26842855927745357
ACME,Europe,Tools,Balmain,Fragrance,307203,19,-0.06207012073278126,0.09774460787500036,0.03573156613554808,0.1809151767490152
ACME,North America,Fragrance,Balmain,Toner,11532,39,-0.02283350617272978,0.10520322041588386,0.04300377831030196,0.2552110473366057
ACME,Europe,Hair,Bobbi Brown,Mascara,529518,29,-0.048209283935971396,0.1063383311014886,0.06595454666834584,0.2966587000445897
ACME,Europe,Makeup,Frederic Malle,Bronzer,112666,38,-0.029561392148262366,0.19690250364858392,0.0158431260681857,0.21809882180516765
ACME,South America,Fragrance,Elizabeth Arden,Hair Dye,716165,38,-0.010960121091944802,0.09558513154587026,0.05771741990504261,0.40763746927859335
ACME,North America,Fragrance,Bobbi Brown,Foundation,91551,32,-0.008410936526329682,0.0897841243067932,0.09113181185302366,0.2575731914584989
ACME,Asia,Skincare,Balmain,Toner,178828,30,-0.07222843607594275,0.06940713966013119,0.07348894261276626,0.3918039999835069
ACME,Europe,Skincare,Elizabeth Arden,Toner,606168,19,-0.0812110049727486,0.12665132535239193,0.08173691259064808,0.18282887015609736
ACME,North America,Tools,Bobbi Brown,Fragrance,116734,21,-0.07387126396631621,0.07305114593204311,0.07135080835231662,0.2508141987172715
ACME,Asia,Tools,Aveda,Hair Dye,910429,39,-0.02486282294644973,0.14244420690961768,0.028593020095533307,0.10322331555821407
ACME,Europe,Fragrance,Balmain,Fragrance,740002,42,-0.06299419639538398,0.07327396684075244,0.01994354380594168,0.40345503356548473
ACME,North America,Fragrance,Bobbi Brown,Face Cream,961710,27,-0.08266107191586702,0.13650099766388019,0.08465416057044181,0.35035465773219365
ACME,South America,Tools,Aveda,Toner,848600,23,-0.09016145074930308,0.17394038587619395,0.07259539924139756,0.42712932996818254
ACME,Europe,Tools,Balmain,Hair Dye,123123,31,-0.06726868111703121,0.0563786950278639,0.061755540293473146,0.2822443152410853
ACME,Europe,Fragrance,Frederic Malle,Eye Liner,740548,30,-0.08638635596494887,0.1129620462377309,0.02703545784714214,0.4198962574851357
ACME,North America,Makeup,Balmain,Bronzer,952054,10,-0.08436263874666931,0.11915734508282534,0.06430104687805781,0.35903301770839136
ACME,Europe,Fragrance,Frederic Malle,Mascara,409605,24,-0.03161160265537298,0.16866082152171688,0.01281896066999438,0.10144517301369547
ACME,Asia,Makeup,Frederic Malle,Bronzer,97897,45,-0.09802679043315948,0.12018734479183164,0.020695522095456352,0.2014777180354048
ACME,Europe,Makeup,Frederic Malle,Mascara,701207,31,-0.08824467383745621,0.13513036796844805,0.038070113482398214,0.2975565408824992
ACME,Africa,Fragrance,Elizabeth Arden,Toner,638887,41,-0.01556345087869035,0.1686806380382107,0.0499364449670048,0.3474749398847885
ACME,Asia,Hair,Elizabeth Arden,Bronzer,875671,42,-0.015508591498174684,0.13396377393939363,0.020850804623980035,0.12623634586585486
ACME,North America,Tools,Frederic Malle,Bronzer,290786,48,-0.0670756521236423,0.10374491202793737,0.02079461654717822,0.38203197127351674
ACME,Asia,Skincare,Aveda,Foundation,379006,32,-0.09120469916312711,0.06287634164308735,0.0753304294525272,0.317414439058904
ACME,Africa,Fragrance,Frederic Malle,Fragrance,258751,11,-0.02950296661927941,0.15948734442688667,0.06127474658801371,0.3103117227273143
ACME,Africa,Makeup,Bobbi Brown,Foundation,46509,11,-0.06398683122261256,0.1806707225243233,0.058036778269989854,0.21681822323916605
ACME,Europe,Fragrance,Frederic Malle,Bronzer,875849,47,-0.09545353727950742,0.19550968055302465,0.0507191045605795,0.3379292397962308
ACME,Europe,Tools,Elizabeth Arden,Foundation,845669,38,-0.08421730187002015,0.18898998211573526,0.09788887957101075,0.11099715585270986
ACME,South America,Makeup,Elizabeth Arden,Foundation,680774,12,-0.08627851880359758,0.16961268632498733,0.01448202546049391,0.1258801322015954
ACME,Asia,Skincare,Bobbi Brown,Fragrance,859608,48,-0.04108836561723378,0.14652078983685923,0.026256445854541968,0.3935480348851367
ACME,South America,Skincare,Bobbi Brown,Hair Dye,138633,16,-0.010188241639643866,0.16721902187459578,0.06827569816611137,0.22875653701358556
ACME,Africa,Skincare,Balmain,Toner,876297,45,-0.02069279666765425,0.1148125569278102,0.02227290884661172,0.23878683024979352
ACME,Europe,Hair,Aveda,Hair Dye,651469,38,-0.045348395498276996,0.13921643221862526,0.06304428442082564,0.18335408130258074
ACME,Europe,Makeup,Aveda,Toner,596347,46,-0.057784483507251995,0.1023049713708778,0.06109851029329721,0.2782482768399729
ACME,Europe,Makeup,Aveda,Hair Dye,321294,45,-0.03813232909311351,0.09900638224705742,0.09739046652756778,0.12079737256452013
ACME,North America,Hair,Elizabeth Arden,Hair Dye,884799,32,-0.05561872590199192,0.1635037659914051,0.08950478383441202,0.22014528942844547
ACME,Africa,Makeup,Aveda,Mascara,575379,25,-0.07539008774236841,0.11808991734553427,0.09509980093907074,0.31084956871107905
ACME,Europe,Hair,Balmain,Foundation,214196,40,-0.03208025446477204,0.08182418943965439,0.020224213252658167,0.2862527686236548
ACME,Africa,Fragrance,Balmain,Face Cream,10903,43,-0.012675605425867903,0.08029072429127988,0.088133359352877,0.49986785724921357
ACME,Europe,Tools,Aveda,Fragrance,251024,10,-0.06271296693191394,0.17887585423549007,0.021618159555547536,0.255505860846764
ACME,Asia,Skincare,Bobbi Brown,Hair Dye,850667,27,-0.015846153230866314,0.1516640741544007,0.06696389606895901,0.2547996237017236
ACME,Africa,Hair,Balmain,Bronzer,199637,49,-0.05689179535165095,0.13190691100371738,0.0748070344610202,0.30143271096578417
ACME,South America,Hair,Bobbi Brown,Eye Liner,851774,24,-0.059866405690057405,0.11014081039945392,0.02447681483343573,0.17612124410849195
ACME,North America,Hair,Elizabeth Arden,Mascara,183795,26,-0.09716756424529724,0.11462260861806887,0.06693934383365857,0.45052176918366316
ACME,South America,Fragrance,Balmain,Eye Liner,45572,19,-0.030472109863258975,0.058615279129241575,0.014721444362079467,0.32890711554577945
ACME,Africa,Hair,Bobbi Brown,Lipstick,814042,29,-0.019249747488617713,0.11823652173017643,0.036393947716854724,0.176843055679769
ACME,Europe,Tools,Aveda,Lipstick,830484,15,-0.03364430804414391,0.1693182365933123,0.0929042644540705,0.41737663654885293
ACME,Africa,Tools,Elizabeth Arden,Toner,108993,17,-0.08486390486080565,0.10819797201429836,0.02545580466116823,0.11373286845714131
ACME,North America,Skincare,Frederic Malle,Hair Dye,359207,43,-0.08967065324473569,0.1075371878814887,0.015874299320529476,0.4930256802341709
ACME,Africa,Fragrance,Frederic Malle,Fragrance,965054,41,-0.04271412483814605,0.052357487452893176,0.04993103796899135,0.4460597339085486
ACME,Europe,Tools,Aveda,Bronzer,981537,13,-0.05984837458153981,0.1186752893837103,0.08655563876745444,0.33185578221360795
ACME,South America,Makeup,Elizabeth Arden,Face Cream,432227,48,-0.057090221651441043,0.05380064794219503,0.016900514377146097,0.14451826510282662
ACME,Asia,Makeup,Elizabeth Arden,Face Cream,506027,29,-0.0032199753256992314,0.1355524142013142,0.04199818287073677,0.18610910931586858
ACME,South America,Makeup,Elizabeth Arden,Mascara,962268,33,-0.02760773288069346,0.12601750723734712,0.09097973511033935,0.21177406812542526
ACME,Europe,Hair,Elizabeth Arden,Mascara,631828,33,-0.05882122607922433,0.17600127483859984,0.020633999495000888,0.1964126951614444
ACME,Europe,Hair,Frederic Malle,Mascara,63533,35,-0.09809007201582852,0.1372670916388582,0.0379601655320752,0.2990080041813783
ACME,North America,Makeup,Bobbi Brown,Mascara,689424,34,-0.09659043021467298,0.0985141032983323,0.08005785503821335,0.47782414810685914
ACME,Africa,Skincare,Elizabeth Arden,Foundation,920421,45,-0.03151963043541438,0.12743465141253713,0.0588889888424924,0.2776690339071242
ACME,Africa,Skincare,Bobbi Brown,Hair Dye,793185,16,-0.016226124048223614,0.15495595336248785,0.08490998265702249,0.3646258272693622
ACME,South America,Hair,Elizabeth Arden,Eye Liner,190653,19,-0.029229737045031623,0.06409456931155742,0.020043585374391857,0.3754332823915293
ACME,Asia,Makeup,Balmain,Hair Dye,130388,21,-0.05941122473952746,0.14316111327056508,0.09284987542417505,0.44863229010179306
ACME,Asia,Skincare,Balmain,Hair Dye,825134,10,-0.09688642620694304,0.1874939422966969,0.0941420615063688,0.11352851502860771
ACME,North America,Hair,Balmain,Lipstick,133482,34,-0.0032598369764770263,0.09486954434468667,0.023978171813203573,0.2617320237390169
ACME,Europe,Makeup,Elizabeth Arden,Fragrance,805063,25,-0.0013663937841913304,0.14399376423146187,0.013048791796607504,0.41389404563443977
ACME,North America,Fragrance,Bobbi Brown,Bronzer,264936,14,-0.04506354485557314,0.17319941755253654,0.0990857243760012,0.4259468059861785
ACME,Africa,Makeup,Frederic Malle,Toner,97388,28,-0.09293290353048944,0.12677095961579363,0.0534026433072182,0.4709330460696045
ACME,Europe,Makeup,Aveda,Fragrance,659086,13,-0.045902749408553316,0.15769693010305774,0.06148678636318883,0.381117743927201
ACME,North America,Tools,Frederic Malle,Mascara,604331,15,-0.010766152977919163,0.09665155077338902,0.06543142602999187,0.19806157844189742
ACME,South America,Tools,Elizabeth Arden,Eye Liner,993567,35,-0.032001448987178646,0.09590876793877173,0.08107016165024525,0.3022662972337513
ACME,Africa,Fragrance,Balmain,Lipstick,694341,48,-0.02800107689672758,0.15013760326978412,0.08307891721413262,0.11293811516755903
ACME,Asia,Fragrance,Balmain,Foundation,832196,48,-0.09150301625677508,0.15581133109602258,0.027453270188779653,0.3587713364392987
ACME,North America,Makeup,Bobbi Brown,Eye Liner,767131,18,-0.08934883629681986,0.19055145492682157,0.031297306657017396,0.3217180846035027
ACME,Africa,Skincare,Elizabeth Arden,Lipstick,794147,23,-0.08726512236241148,0.08372578620769619,0.08891497260517349,0.36673451230451726
ACME,Africa,Fragrance,Frederic Malle,Foundation,453729,18,-0.009562316633900739,0.12023263941319538,0.08375658442755278,0.4720562213550382
ACME,Asia,Makeup,Elizabeth Arden,Mascara,663302,24,-0.04741503637361867,0.08757702097458372,0.06558574433985599,0.3749106446881726
ACME,Asia,Hair,Elizabeth Arden,Toner,123076,46,-0.020842490360700877,0.062013824132036814,0.09952292432123648,0.2281799721499045
ACME,Asia,Tools,Balmain,Mascara,633295,29,-0.08847087401163999,0.11048457919212316,0.07616655491961913,0.1794946655480627
ACME,North America,Skincare,Frederic Malle,Eye Liner,731558,17,-0.007235729449140499,0.1061121120932305,0.0294253091317224,0.441854482727462
ACME,Asia,Makeup,Aveda,Mascara,821372,41,-0.017885790850278985,0.09056511799732819,0.08619796578994104,0.17773285730950425
ACME,South America,Hair,Balmain,Mascara,903850,30,-0.0775235855224644,0.09454923367091247,0.04732593727331261,0.16464383223814555
ACME,Africa,Tools,Frederic Malle,Lipstick,81792,28,-0.012581776670604644,0.10406177095269173,0.013253739448716027,0.18264483227239034
ACME,Asia,Hair,Bobbi Brown,Face Cream,431648,38,-0.07365572406031907,0.19832564491701404,0.03892791500305036,0.3035363392522027
ACME,Africa,Makeup,Balmain,Mascara,18367,40,-0.07946601206609435,0.16744366489509205,0.07871961106534468,0.14967497726378276
ACME,Europe,Fragrance,Bobbi Brown,Hair Dye,908196,15,-0.07357560631877877,0.060710180163036045,0.09641855864678259,0.4752473322386809
ACME,Europe,Tools,Balmain,Hair Dye,768961,13,-0.009004493672739061,0.18086197647300528,0.03485227746728745,0.4865014828960359
ACME,Asia,Hair,Elizabeth Arden,Toner,953015,38,-0.008440801448513044,0.14499549895980074,0.03218646919687436,0.48952074131319956
ACME,Africa,Fragrance,Frederic Malle,Toner,805005,12,-0.06710042253120313,0.1835890640182864,0.060725492703847014,0.11564992192788792
ACME,Europe,Skincare,Bobbi Brown,Toner,549870,10,-0.029456581490544878,0.10125645306953424,0.08305155096962022,0.4784790105920127
ACME,Asia,Makeup,Balmain,Fragrance,146450,24,-0.03242547448358167,0.11967782972175783,0.0771873113944852,0.4989659730469701
ACME,Africa,Makeup,Bobbi Brown,Bronzer,861728,30,-0.019343736786959678,0.18443405859621625,0.060396301230653496,0.4769716437381949
ACME,Asia,Tools,Balmain,Toner,678860,40,-0.0703490499857869,0.09088597038705223,0.06682507134530306,0.3683755623050825
ACME,Africa,Hair,Balmain,Mascara,337985,16,-0.04898614580895982,0.18732513143681234,0.03178890615937097,0.3804920609634004
ACME,Europe,Skincare,Aveda,Toner,556169,26,-0.03323260489917132,0.1742749568216404,0.04893168385030156,0.14890117594937907
ACME,Asia,Tools,Aveda,Bronzer,866665,28,-0.0973743181190094,0.197083691136394,0.03298290638682699,0.449718830829985
ACME,Europe,Tools,Aveda,Fragrance,716902,48,-0.06232612546690454,0.09863863805245447,0.08959761773601739,0.12385583385150861
ACME,Asia,Hair,Bobbi Brown,Bronzer,599573,12,-0.030411164232143115,0.08536297700071752,0.020129905662896422,0.22709221864705592
ACME,North America,Skincare,Elizabeth Arden,Eye Liner,69547,39,-0.07474049068808666,0.09963003455685923,0.07117665020707338,0.49646065805927486
ACME,Europe,Hair,Balmain,Toner,727511,44,-0.004229589299351272,0.19319746939831028,0.033425487744852114,0.26893115164119813
ACME,Europe,Makeup,Frederic Malle,Toner,672582,38,-0.09698386284931611,0.09996099440794123,0.05280196687466198,0.1524624895861035
ACME,South America,Fragrance,Aveda,Toner,17933,23,-0.004191281241257713,0.13478177299358574,0.03694715022219695,0.4877178648196321
ACME,Europe,Makeup,Bobbi Brown,Eye Liner,355529,44,-0.07832361319896,0.11055189238797714,0.03909207853535245,0.4936558588166945
ACME,Africa,Makeup,Bobbi Brown,Bronzer,775127,37,-0.095117795807463,0.10943302167226715,0.03343537122499198,0.17481707409548575
ACME,Asia,Tools,Bobbi Brown,Lipstick,632994,39,-0.07075259667764426,0.07900679148185828,0.07775136290758948,0.4459215234960684
ACME,North America,Makeup,Frederic Malle,Mascara,481653,35,-0.021371769270977475,0.1305619311196385,0.042914427146114244,0.25616933047755674
ACME,Africa,Skincare,Frederic Malle,Mascara,934444,16,-0.024755799355194688,0.17741063824508102,0.07537213159426745,0.25254738579468583
ACME,Africa,Makeup,Aveda,Toner,881022,48,-0.0791159583577208,0.05742275203308062,0.05104629370936115,0.20507905275876068
ACME,Africa,Skincare,Frederic Malle,Fragrance,378543,40,-0.08032098664082006,0.18338398904951325,0.05925214378902586,0.11788410982195861
ACME,Africa,Hair,Aveda,Eye Liner,331289,14,-0.03574200841954593,0.14982094477059493,0.05889587281421387,0.20720359347408943
ACME,North America,Tools,Frederic Malle,Lipstick,184682,44,-0.05419173103242695,0.14251071208623545,0.09782668714092299,0.12151076213322082
ACME,South America,Skincare,Frederic Malle,Foundation,329664,23,-0.020771004666909773,0.14388503493859883,0.043035621013985614,0.4697488185439854
ACME,Europe,Makeup,Frederic Malle,Lipstick,538832,45,-0.09758672213074465,0.09444047539317042,0.028691568585783783,0.3646882689570914
ACME,Africa,Tools,Aveda,Mascara,851244,36,-0.038958813923942896,0.11227167558024317,0.0920612746329942,0.4546490600065566
ACME,Europe,Tools,Balmain,Toner,212682,33,-0.026932798776012415,0.1698935008856322,0.02573553603840159,0.38691627258822825
ACME,Europe,Skincare,Aveda,Face Cream,192572,49,-0.0006613887971330945,0.09595715554044346,0.08509805612599103,0.1525147484330557
ACME,Africa,Skincare,Balmain,Foundation,967122,38,-0.03212183057631532,0.12050303143590453,0.023519340592023322,0.47623261469411915
ACME,South America,Fragrance,Bobbi Brown,Toner,391234,31,-0.07681548434500338,0.052944840708148005,0.06928519008046657,0.4599572214531068
ACME,Europe,Fragrance,Bobbi Brown,Eye Liner,895486,17,-0.08918138051199613,0.160033752940326,0.023548673193808246,0.2392304311604143
ACME,Asia,Tools,Aveda,Foundation,952948,24,-0.035908322535592466,0.11265532650179086,0.09307772373154866,0.14461333614067062
ACME,Europe,Fragrance,Balmain,Face Cream,227054,14,-0.047681693248178406,0.12880381527104057,0.060850745438754815,0.3816619003155496
ACME,Africa,Makeup,Balmain,Bronzer,497295,13,-0.010085471155498363,0.0672033976716138,0.039634645522607884,0.391344521094689
ACME,North America,Hair,Balmain,Bronzer,984090,20,-0.0273391978818725,0.19875713431811554,0.022629049746723542,0.4587316179362829
ACME,Europe,Tools,Bobbi Brown,Bronzer,428005,27,-0.04902575499573794,0.09537017404772691,0.04340730125313946,0.12106230378043198
ACME,South America,Hair,Aveda,Fragrance,404833,39,-0.05964105292348524,0.14524844923946756,0.07345180313819305,0.15668153521094874
ACME,Asia,Fragrance,Elizabeth Arden,Bronzer,269711,24,-0.05956253004291798,0.13718545172816982,0.04464557955356925,0.33929951715167295
ACME,Asia,Skincare,Balmain,Hair Dye,635122,15,-0.07736957138487655,0.16776383058874855,0.032148472248589965,0.347652620348033
ACME,North America,Tools,Balmain,Foundation,144405,25,-0.0982674028244303,0.0940755433432941,0.06196685034644356,0.11344386492600252
ACME,North America,Fragrance,Elizabeth Arden,Face Cream,50002,49,-0.04250894117928938,0.1633891017495856,0.04760396675534077,0.2587728204246634
ACME,Europe,Makeup,Aveda,Eye Liner,265549,18,-0.07875852674767848,0.10737525960286017,0.02492256124272631,0.33366469251041964
ACME,Africa,Tools,Balmain,Hair Dye,991124,43,-0.07916730822719587,0.11167414487695237,0.023858919124971116,0.39516453326069356
ACME,South America,Tools,Aveda,Hair Dye,753048,36,-0.08746187713235196,0.15090687897301552,0.07367157911996693,0.22646027671133143
ACME,Asia,Skincare,Balmain,Face Cream,492843,22,-0.08104045098233073,0.16764286576107035,0.09772047059646309,0.2935613972087366
ACME,North America,Tools,Frederic Malle,Eye Liner,403727,45,-0.09682108504448624,0.15002999541808387,0.030978466377585077,0.42562194892480376
ACME,South America,Skincare,Balmain,Foundation,384994,36,-0.0325768550251468,0.18498192808567282,0.0795833740748341,0.4815580255590962
ACME,Africa,Fragrance,Frederic Malle,Mascara,664299,18,-0.05986028836873058,0.09277385442651011,0.01788460322054187,0.1921258701559382
ACME,Asia,Makeup,Aveda,Toner,703210,14,-0.04384754012268549,0.1850925098152924,0.044341832714696355,0.2012168823279585
ACME,Asia,Makeup,Balmain,Mascara,655836,31,-0.036304238197920044,0.06962952889150681,0.05560193375274313,0.47592727497355025
ACME,Africa,Tools,Bobbi Brown,Face Cream,485388,40,-0.0027515437723840824,0.1489295478544971,0.03418722507607915,0.25836446030507343
ACME,Asia,Tools,Bobbi Brown,Mascara,41786,12,-0.0931734134144499,0.13214459770702663,0.057662057486282545,0.3873393298082971
ACME,Africa,Fragrance,Elizabeth Arden,Mascara,477572,39,-0.0582082315168562,0.12419539106233843,0.0894352984897469,0.3449060914919505
ACME,Asia,Skincare,Bobbi Brown,Mascara,308388,30,-0.0754102066473519,0.09663680432932675,0.09499941661194941,0.21423507191762253
ACME,Europe,Makeup,Frederic Malle,Bronzer,740074,44,-0.05232880681431859,0.12555991179623516,0.01905012589357445,0.36142488878321
ACME,Africa,Skincare,Bobbi Brown,Lipstick,77261,15,-0.007952769938611187,0.0742660034577055,0.034466134058578214,0.3622263603827893
ACME,South America,Fragrance,Bobbi Brown,Mascara,290621,37,-0.027601573475184868,0.10539814163175135,0.09812205257659525,0.33697727416363055
ACME,Europe,Makeup,Bobbi Brown,Toner,711893,41,-0.033805041352010665,0.06480213762258162,0.03433765693620194,0.13986432993980516
ACME,South America,Makeup,Balmain,Face Cream,961973,46,-0.05587541235688226,0.13577698996794796,0.0723436616029097,0.49806872894961507
ACME,Asia,Hair,Elizabeth Arden,Lipstick,280640,34,-0.03288875016255642,0.06436518292994405,0.03281083244833282,0.26016658446833096
ACME,South America,Fragrance,Aveda,Fragrance,130522,41,-0.09676246227255919,0.07405169658577486,0.04207290339889345,0.35530039415879555
ACME,Europe,Fragrance,Elizabeth Arden,Toner,415486,44,-0.04137613279701056,0.0628200202231222,0.02721510891072077,0.4543046776450478
ACME,Africa,Hair,Frederic Malle,Toner,741368,31,-0.04462234374007518,0.1071965959928117,0.08706701743274307,0.2693153953679346
ACME,North America,Skincare,Balmain,Bronzer,292868,33,-0.06533595680368072,0.17629376816275227,0.08943838874375536,0.40957002272221943
ACME,South America,Hair,Balmain,Bronzer,302560,48,-0.07984858745758916,0.18603445874507418,0.036722125712388844,0.4887297698717624
ACME,North America,Fragrance,Bobbi Brown,Face Cream,569863,39,-0.019244444900069907,0.06078341819000201,0.0841230841753567,0.24357390410121932
ACME,South America,Skincare,Bobbi Brown,Toner,484406,41,-0.09461378855449036,0.14518252112924407,0.04224174850332857,0.2621078280930947
ACME,South America,Makeup,Frederic Malle,Eye Liner,610902,40,-0.09303271355764123,0.15265781368881104,0.018911748060564247,0.46223042359862754
ACME,Africa,Hair,Balmain,Eye Liner,103566,32,-0.055947825601585344,0.13006549136480364,0.07822687575628662,0.1638571471260732
ACME,Asia,Skincare,Aveda,Face Cream,262061,49,-0.0747445452591395,0.1500477292204319,0.06368016240089602,0.11143793534377694
ACME,Europe,Skincare,Elizabeth Arden,Mascara,738468,42,-0.025454758649297957,0.0850536073164643,0.03469441993036754,0.46355560193964473
ACME,Europe,Skincare,Balmain,Hair Dye,944912,34,-0.03658099230788091,0.12344663177285242,0.032769976646066235,0.4286366296470322
ACME,Europe,Hair,Aveda,Fragrance,137192,45,-0.02274652038733685,0.10863137735537429,0.09780610334340892,0.4890332130205328
ACME,Asia,Makeup,Aveda,Bronzer,553647,33,-0.0675321043662199,0.06345619271594466,0.08762509368037823,0.12329511308427131
ACME,North America,Skincare,Elizabeth Arden,Hair Dye,411914,40,-0.025948106038213264,0.14383346595837337,0.08288184964363883,0.1624709321763949
ACME,Europe,Hair,Aveda,Foundation,211464,48,-0.013769676397360112,0.12428227890073194,0.021521593777749905,0.14212502363592355
ACME,North America,Fragrance,Frederic Malle,Face Cream,758423,22,-0.06547255055814283,0.0912761040353875,0.07796685468234345,0.3733664529174837
ACME,Asia,Hair,Aveda,Mascara,966996,19,-0.06601041788381667,0.12105278906050573,0.029308619908295787,0.3424040294988573
ACME,Asia,Hair,Frederic Malle,Lipstick,477997,32,-0.010004859609357375,0.1662947027596255,0.09796500488874167,0.24373407975490388
ACME,Africa,Hair,Aveda,Mascara,577922,27,-0.0950209746812291,0.17024866442120962,0.014688026916603193,0.12296939176089801
ACME,Europe,Skincare,Bobbi Brown,Toner,127255,41,-0.06498105942691557,0.14742891931240537,0.04169246352042193,0.35586479361861645
ACME,Africa,Hair,Aveda,Mascara,577152,42,-0.0881327507928196,0.12016217501002459,0.04857830567008437,0.3280481940460227
ACME,Europe,Fragrance,Frederic Malle,Toner,890914,45,-0.09710194097500238,0.13636244588057722,0.0841782620406029,0.1451612844242463
ACME,Asia,Skincare,Aveda,Foundation,47355,37,-0.08871305823531779,0.10775230570334259,0.07896005362036415,0.4635638817894857
ACME,Asia,Fragrance,Aveda,Bronzer,47690,25,-0.05687542088197231,0.06898345144913574,0.04374929304519307,0.17957988386879623
ACME,South America,Tools,Aveda,Foundation,441030,25,-0.031304393077220924,0.10784308960791379,0.06090042641122368,0.39740366085754253
ACME,South America,Hair,Frederic Malle,Toner,697005,27,-0.07107175755580371,0.12954991341044514,0.08520356472469573,0.4540303450171793
ACME,Asia,Skincare,Aveda,Lipstick,750174,17,-0.015032469259887521,0.13982510219758762,0.011637963293594745,0.3317899962774834
ACME,Asia,Skincare,Elizabeth Arden,Hair Dye,213811,25,-0.056238437126165,0.19037014640819316,0.0821960289572025,0.19873956211930055
ACME,North America,Hair,Elizabeth Arden,Mascara,590918,20,-0.0031771949038256475,0.16660001675459246,0.0952206422807838,0.22369940705005656
ACME,North America,Makeup,Frederic Malle,Bronzer,189243,15,-0.0045844330556299995,0.07279888421670161,0.012885806933575404,0.454299013487533
ACME,Africa,Makeup,Bobbi Brown,Mascara,555946,10,-0.022672377733318497,0.07612733099793921,0.014102288837036434,0.21930286255059386
ACME,South America,Fragrance,Elizabeth Arden,Mascara,527196,21,-0.006759450385338178,0.06507421388596311,0.04100626050094181,0.39847619332692175
ACME,South America,Hair,Balmain,Toner,529757,47,-0.02929039238388885,0.16072725908313767,0.01789926073909071,0.4960660849021622
ACME,Asia,Hair,Elizabeth Arden,Hair Dye,249204,37,-0.010441681000881858,0.15591834177377856,0.05313484722644995,0.4999266877450711
ACME,Asia,Tools,Balmain,Bronzer,287941,26,-0.07635262826336936,0.1979544352545322,0.07558396165808008,0.3133918993077326
ACME,Africa,Makeup,Frederic Malle,Mascara,855231,10,-0.06545797998232014,0.1283035126496523,0.061020931152863604,0.4306223187144391
ACME,South America,Makeup,Bobbi Brown,Mascara,390445,41,-0.02470699339951385,0.1739622393273323,0.02767887181654663,0.4960999471684798
ACME,North America,Hair,Balmain,Fragrance,763702,17,-0.05754387617934429,0.13646597879641814,0.0689330170027322,0.2498691559367929
ACME,Europe,Fragrance,Balmain,Face Cream,324380,49,-0.016267256617548215,0.18111300687911558,0.07163690312610244,0.20096383402812235
ACME,Africa,Hair,Elizabeth Arden,Fragrance,540553,33,-0.012236112841222488,0.15815315589541273,0.09392013601165132,0.14569334233687328
ACME,Europe,Fragrance,Balmain,Face Cream,530335,19,-0.07002705152790752,0.14643260224868795,0.023211720763934414,0.15635985522925044
ACME,North America,Makeup,Frederic Malle,Lipstick,659899,48,-0.017654919181042644,0.13476840064745757,0.07231025484187512,0.4414225454482653
ACME,North America,Tools,Frederic Malle,Fragrance,213206,48,-0.084573572893485,0.15844557866644626,0.09202844969678328,0.33548923612282966
ACME,Europe,Skincare,Frederic Malle,Toner,456710,19,-0.0665803288463151,0.11294807640065158,0.05514077379885708,0.4494836701569943
ACME,Africa,Makeup,Elizabeth Arden,Lipstick,393898,45,-0.048203504887861105,0.06448648710584962,0.04256197118767508,0.4157820356128674
ACME,Europe,Fragrance,Bobbi Brown,Eye Liner,979772,34,-0.07735562378961079,0.055997919319676126,0.025367454479904246,0.36949785201920715
