Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
CC/Fragrances,North America,Hair,Brand D,Lotion,8737,55,-0.13605276719937082,0.11963596625756322,0.07057174906468164,0.4476760780408695
CC/Fragrances,North America,Hair,Brand D,Body Wash,7120,32,-0.05936525871884517,0.1599169981350969,0.0643359504533973,0.4280255056759902
CC/Fragrances,North America,Hair,Brand E,Lotion,7738,44,-0.007158921167038118,0.25148297122218666,0.050470080107395815,0.3114615022009441
CC/Fragrances,North America,Hair,Brand E,Conditioner,1074,21,-0.012457098652459947,0.18014380139398972,0.06328738345287992,0.24630658452269763
CC/Fragrances,North America,Body,Brand A,Shampoo,8314,51,-0.12207245786781847,0.22184155227190236,0.07189397176933786,0.4153611563548787
CC/Fragrances,North America,Body,Brand A,Deodorant,1984,37,-0.0841204339537129,0.2854788848958011,0.07010373612961339,0.39146446278644687
CC/Fragrances,North America,Body,Brand B,Conditioner,9980,26,-0.09310292345179161,0.10935028915340671,0.05242918041664889,0.31516225509796547
CC/Fragrances,North America,Body,Brand B,Perfume,8970,42,-0.12363817415350369,0.16054557451426338,0.07927373145174808,0.24415111928943342
CC/Fragrances,North America,Body,Brand C,Conditioner,9022,27,-0.12092052310939577,0.15180639440622137,0.08607246861106135,0.4254233555867202
CC/Fragrances,North America,Body,Brand C,Deodorant,9559,25,-0.07087165960474388,0.2356120846602438,0.06390246326880256,0.21845315012424477
CC/Fragrances,North America,Body,Brand D,Soap,4310,31,-0.04826785840237807,0.2111572460695162,0.06391262093192544,0.3695258657270841
CC/Fragrances,North America,Body,Brand D,Shampoo,7829,39,-0.10057993984078606,0.1346111259540583,0.05249275646612933,0.4637399918077152
CC/Fragrances,North America,Body,Brand E,Lotion,5164,23,-0.13886936792982046,0.14005311169408985,0.05679094226482347,0.30457452485360964
CC/Fragrances,North America,Body,Brand E,Shampoo,6927,59,-0.014206663448475876,0.25736788139950917,0.08892890459705767,0.3423981707841086
CC/Fragrances,North America,Fragrance,Brand A,Cream,3756,35,-0.04038976625226133,0.1521428223748236,0.07352069860718366,0.35264899287512474
CC/Fragrances,North America,Fragrance,Brand A,Conditioner,9154,48,-0.1208047968241525,0.23140939983001177,0.07629947517160453,0.3740691159748319
CC/Fragrances,North America,Fragrance,Brand B,Shampoo,7613,13,-0.05857842159390192,0.21137833210636658,0.08257039494647991,0.38538284172839277
CC/Fragrances,North America,Fragrance,Brand B,Perfume,1733,32,-0.07125865806365883,0.2835567008022575,0.08038943653968977,0.4476634083438101
CC/Fragrances,North America,Fragrance,Brand C,Body Wash,5278,47,-0.06633750422968875,0.21224057830515336,0.0648105283029143,0.36311617092637416
CC/Fragrances,North America,Fragrance,Brand C,Conditioner,4608,33,-0.07984128720940722,0.2640144394017093,0.06914990666317862,0.48986014179919396
CC/Fragrances,North America,Fragrance,Brand D,Conditioner,1875,12,-0.1415706213748549,0.17347899218899207,0.084026716578036,0.3653265477664909
CC/Fragrances,North America,Fragrance,Brand D,Shampoo,1720,46,-0.08567776172644544,0.29169021293423747,0.056143225152591604,0.37718829616473254
CC/Fragrances,North America,Fragrance,Brand E,Deodorant,6887,43,-0.11015661387806719,0.15555905145178045,0.05410383967663858,0.2592882255380471
CC/Fragrances,North America,Fragrance,Brand E,Conditioner,5094,30,-0.12772856174542774,0.12473789147294718,0.05358583291637895,0.4685581683714274
CC/Fragrances,North America,Skincare,Brand A,Deodorant,4086,35,-0.10622707288854974,0.16195171696890004,0.0890441733622249,0.43864558895871364
CC/Fragrances,North America,Skincare,Brand A,Lotion,8060,38,-0.06408155202912834,0.18077724037062612,0.057469823345537296,0.222676181609418
CC/Fragrances,North America,Skincare,Brand B,Body Wash,9633,18,-0.12304174260837718,0.2286574421110356,0.09344258810076829,0.3282791422548712
CC/Fragrances,North America,Skincare,Brand B,Conditioner,1771,18,-0.1125138218080877,0.2555177726024773,0.08967337111674903,0.34740402592278885
CC/Fragrances,North America,Skincare,Brand C,Shampoo,4772,46,-0.09409944201984427,0.23488127650840865,0.06393749609567777,0.3113020180476729
CC/Fragrances,North America,Skincare,Brand C,Perfume,6141,22,-0.0772472568235576,0.15324395450729694,0.06493931467582995,0.3454966161760831
CC/Fragrances,North America,Skincare,Brand D,Conditioner,4699,13,-0.03877320412621753,0.19047423154560147,0.06054272538232064,0.2306300973422437
CC/Fragrances,North America,Skincare,Brand D,Deodorant,6997,47,-0.09571832051508229,0.2628096495254189,0.06598365819145721,0.44802900544036117
CC/Fragrances,North America,Skincare,Brand E,Deodorant,1132,55,-0.017498670701640406,0.1399907420375885,0.09020479828767314,0.2777939795687805
CC/Fragrances,North America,Skincare,Brand E,Lotion,2202,41,-0.012403818200434347,0.18745427150254912,0.07500282729131016,0.3343959919726744
CC/Fragrances,Europe,Hair,Brand A,Perfume,7667,47,-0.08793816098395832,0.16268367890494734,0.08063516250155225,0.350463635506557
CC/Fragrances,Europe,Hair,Brand A,Deodorant,9456,11,-0.03491570346712845,0.23079949536399372,0.09184060314473563,0.23873683462521905
CC/Fragrances,Europe,Hair,Brand B,Cream,5516,15,-0.07890908117167406,0.21917276982305522,0.06306191669033065,0.23930661886130933
CC/Fragrances,Europe,Hair,Brand B,Shampoo,4134,26,-0.008417835956487263,0.15888268556629248,0.06353621178097482,0.4652175661670851
CC/Fragrances,Europe,Hair,Brand C,Deodorant,2112,50,-0.0011949096686048322,0.2952479455035774,0.09237608060077909,0.4866082063380284
CC/Fragrances,Europe,Hair,Brand C,Conditioner,4066,21,-0.03418121449585455,0.2273668447343985,0.08031323648266096,0.3975324951050237
CC/Fragrances,Europe,Hair,Brand D,Deodorant,9970,15,-0.013439133608600912,0.2113399154674535,0.0736657159679488,0.4387935913444558
CC/Fragrances,Europe,Hair,Brand D,Body Wash,1694,42,-0.10471996591595752,0.20764770102678415,0.08765668037494886,0.28946646159623207
CC/Fragrances,Europe,Hair,Brand E,Lotion,7353,18,-0.05107322068338328,0.27361214407426815,0.055756037056396014,0.45464219550387164
CC/Fragrances,Europe,Hair,Brand E,Body Wash,5116,16,-0.006196505820026926,0.20463468419416342,0.06265071732182972,0.20433487159225272
CC/Fragrances,Europe,Body,Brand A,Cream,6903,21,-0.14363264117428648,0.16685593669166388,0.08746949571565932,0.4369572112136455
CC/Fragrances,Europe,Body,Brand A,Lotion,3230,14,-0.07164003433474532,0.27979957370128383,0.06588230147555835,0.20657845212225684
CC/Fragrances,Europe,Body,Brand B,Deodorant,2525,44,-0.058680362147301615,0.2543670357429232,0.06669730570589343,0.3324319135327718
CC/Fragrances,Europe,Body,Brand B,Perfume,5266,51,-0.011961870595068147,0.20376365344222774,0.0787871624521655,0.4574887346876851
CC/Fragrances,Europe,Body,Brand C,Lotion,4520,11,-0.0923627121137712,0.22798055183650948,0.08103937839889047,0.3173766011325765
CC/Fragrances,Europe,Body,Brand C,Deodorant,5792,15,-0.08936393788469749,0.14794920028668088,0.07299142032267825,0.3580244456536755
CC/Fragrances,Europe,Body,Brand D,Deodorant,1006,23,-0.021330423760176798,0.23037465713705474,0.05101601667415783,0.42587488242859384
CC/Fragrances,Europe,Body,Brand D,Lotion,9782,50,-0.14839095957768264,0.2527390331982658,0.0697877211593075,0.48379500738216785
CC/Fragrances,Europe,Body,Brand E,Perfume,9273,35,-0.0843960825000085,0.2436296076761614,0.060702409538834275,0.24787938940719142
CC/Fragrances,Europe,Body,Brand E,Cream,5186,36,-0.08680726812734516,0.19479638130504748,0.07053852332073884,0.39595102778310554
CC/Fragrances,Europe,Fragrance,Brand A,Conditioner,2283,48,-0.035743199937916234,0.13410678384249158,0.06833009613668896,0.439261497674787
CC/Fragrances,Europe,Fragrance,Brand A,Deodorant,7311,12,-0.06224949397720926,0.17844924380463972,0.05368523923900466,0.3711598858742917
CC/Fragrances,Europe,Fragrance,Brand B,Deodorant,7146,59,-0.08188166256960434,0.19290616090221924,0.07737721273744455,0.34959763637533076
CC/Fragrances,Europe,Fragrance,Brand B,Perfume,5593,47,-0.019382798858923744,0.1293325653683395,0.08919284628716947,0.2643337849364082
CC/Fragrances,Europe,Fragrance,Brand C,Cream,6661,51,-0.08515556691645486,0.21461130587310784,0.05638630328631196,0.4582389165745852
CC/Fragrances,Europe,Fragrance,Brand C,Body Wash,4331,32,-0.0512343553367752,0.14230230599957797,0.098870739356664,0.25951291089059914
CC/Fragrances,Europe,Fragrance,Brand D,Perfume,5593,37,-0.137713189255359,0.2651685903476733,0.052772799244800314,0.350058472724767
CC/Fragrances,Europe,Fragrance,Brand D,Body Wash,2715,40,-0.1104361683199194,0.18130735138246926,0.08995943469356366,0.4524193355429585
CC/Fragrances,Europe,Fragrance,Brand E,Soap,3997,51,-0.05542949480677928,0.13580955937989286,0.06009680228406535,0.44715647461651153
CC/Fragrances,Europe,Fragrance,Brand E,Cream,4126,55,-0.03755273702506452,0.22437084443141891,0.052740294738498256,0.3033646118657817
CC/Fragrances,Europe,Skincare,Brand A,Lotion,7747,21,-0.1302708860939524,0.22085157704682207,0.08355745991781915,0.2556393341677284
CC/Fragrances,Europe,Skincare,Brand A,Shampoo,1114,57,-0.11684958212759254,0.17863947008436498,0.09697146764852968,0.28971730717783795
CC/Fragrances,Europe,Skincare,Brand B,Lotion,9872,17,-0.11118724414380432,0.2767662977857491,0.09277562200549902,0.46334777890677
CC/Fragrances,Europe,Skincare,Brand B,Conditioner,1646,30,-0.07488016204147634,0.26189557951107223,0.09416314771316062,0.2627799367086662
CC/Fragrances,Europe,Skincare,Brand C,Cream,7053,55,-0.029877096795526928,0.19734526626911758,0.06650254845267443,0.2385663995393166
CC/Fragrances,Europe,Skincare,Brand C,Shampoo,5769,12,-0.04007444152627253,0.11197462824400535,0.0901516188519679,0.41672358552385474
CC/Fragrances,Europe,Skincare,Brand D,Soap,3301,44,-0.14790426980717097,0.2662972386822636,0.09224315779470796,0.42845355967746346
CC/Fragrances,Europe,Skincare,Brand D,Shampoo,4250,51,-0.13684022948055932,0.12194067820023005,0.07780481168651478,0.4344700771961455
CC/Fragrances,Europe,Skincare,Brand E,Deodorant,1098,14,-0.02470342568625833,0.2337089271306612,0.05887171725730147,0.4691283785526726
CC/Fragrances,Europe,Skincare,Brand E,Lotion,1818,58,-0.10404998014743508,0.26134482897835454,0.07587178428821484,0.45362134100816026
CC/Fragrances,Asia,Hair,Brand A,Perfume,3738,39,-0.00661954422159694,0.28561752745192726,0.06327319960196402,0.43836508190983947
CC/Fragrances,Asia,Hair,Brand A,Body Wash,2406,56,-0.0994913699706409,0.16887429605714316,0.05470934452264852,0.29216003862290146
CC/Fragrances,Asia,Hair,Brand B,Shampoo,2239,52,-0.12135558692466365,0.21353681951305098,0.09168344658367525,0.2282303471167063
CC/Fragrances,Asia,Hair,Brand B,Lotion,9598,20,-0.0421239783756681,0.17063552045516042,0.05352156310319578,0.2528127047913427
CC/Fragrances,Asia,Hair,Brand C,Perfume,3751,27,-0.11973199933814968,0.12473540596632474,0.07110116892834696,0.30655205485939085
CC/Fragrances,Asia,Hair,Brand C,Conditioner,2162,32,-0.13891505594068837,0.2167035790793277,0.054060421892831306,0.2253772033105865
CC/Fragrances,Asia,Hair,Brand D,Perfume,6534,30,-0.11702728829691174,0.1768471434595744,0.06730781708590873,0.4855864910515395
CC/Fragrances,Asia,Hair,Brand D,Lotion,4794,19,-0.07146290800493045,0.26521678933074433,0.09509157036315918,0.3796051619860633
CC/Fragrances,Asia,Hair,Brand E,Deodorant,7347,46,-0.02599279888986708,0.2497812213789167,0.06591960134336365,0.4858825217488882
CC/Fragrances,Asia,Hair,Brand E,Body Wash,8055,22,-0.12757245779772855,0.2749487495444126,0.05928461694482856,0.20994474525605394
CC/Fragrances,Asia,Body,Brand A,Shampoo,2128,17,-0.02531628386047556,0.2544426491772083,0.05326447805400811,0.30097247055735954
CC/Fragrances,Asia,Body,Brand A,Soap,8540,50,-0.003828703792890187,0.20316322755824995,0.06459159267187427,0.440691994663947
CC/Fragrances,Asia,Body,Brand B,Body Wash,9864,38,-0.0851599665468334,0.20646609327590448,0.060039940033947276,0.22830924387888055
CC/Fragrances,Asia,Body,Brand B,Soap,4168,12,-0.05642498781514717,0.2001326388779886,0.085680639467631,0.4680883749391825
CC/Fragrances,Asia,Body,Brand C,Soap,6138,46,-0.05400710917059395,0.15300685151980603,0.09685357178854519,0.2878690580014966
CC/Fragrances,Asia,Body,Brand C,Deodorant,6739,28,-0.050246076479801144,0.26219746974373126,0.0766243436178409,0.42677901500834164
CC/Fragrances,Asia,Body,Brand D,Cream,9846,31,-0.09060316821020281,0.1166359618202987,0.08456207852224193,0.3653968569957793
CC/Fragrances,Asia,Body,Brand D,Shampoo,6379,41,-0.0886601323428034,0.15342718459273932,0.08695142078597426,0.3398965178017749
CC/Fragrances,Asia,Body,Brand E,Conditioner,2577,46,-0.11839006930738052,0.2844316791539947,0.09395564614604636,0.4240098903156988
CC/Fragrances,Asia,Body,Brand E,Soap,9973,17,-0.04651599445428421,0.23379374679509646,0.0870810389717839,0.4865689612853554
CC/Fragrances,Asia,Fragrance,Brand A,Body Wash,4528,48,-0.0914167808929536,0.14039908388114472,0.05487940691611364,0.29295049306180887
CC/Fragrances,Asia,Fragrance,Brand A,Lotion,8251,59,-0.021954377658490648,0.17532288830549375,0.07142302396450051,0.415319019420478
CC/Fragrances,Asia,Fragrance,Brand B,Shampoo,9554,36,-0.1009386232829427,0.18298001589135132,0.08464464750492334,0.37514418443095854
CC/Fragrances,Asia,Fragrance,Brand B,Lotion,6734,29,-0.031095719885825462,0.2054667785091981,0.06930725758846706,0.41983174797496414
CC/Fragrances,Asia,Fragrance,Brand C,Soap,4494,42,-0.08719287084600885,0.146688360177928,0.05800094289778763,0.38279312428165524
CC/Fragrances,Asia,Fragrance,Brand C,Shampoo,1819,29,-0.13753587927753766,0.11820997875526731,0.09014813970323758,0.42820980514936163
CC/Fragrances,Asia,Fragrance,Brand D,Perfume,8123,49,-0.013932240583870908,0.1936633287626825,0.050999571626655485,0.26666117970177927
CC/Fragrances,Asia,Fragrance,Brand D,Cream,8761,59,-0.012620168985997104,0.2447784776470546,0.08993874375547166,0.4406621262499711
CC/Fragrances,Asia,Fragrance,Brand E,Body Wash,8521,38,-0.022211477303035798,0.2009013073367188,0.06929400165814012,0.39029046695660474
CC/Fragrances,Asia,Fragrance,Brand E,Conditioner,2936,43,-0.1102650209995399,0.15305221360341945,0.09497174328252715,0.3685422817801715
CC/Fragrances,Asia,Skincare,Brand A,Soap,3275,26,-0.11288023134126654,0.25506213694979973,0.09002792244822688,0.34809216030361734
CC/Fragrances,Asia,Skincare,Brand A,Conditioner,3984,42,-0.0201612403906814,0.29762759475022094,0.05938418080460937,0.41674276532752086
CC/Fragrances,Asia,Skincare,Brand B,Cream,6887,57,-0.11887535821578102,0.11610644503253949,0.06756653408008015,0.3207747659233394
CC/Fragrances,Asia,Skincare,Brand B,Deodorant,7884,53,-0.01818681046065354,0.28901759083008766,0.056498797617913904,0.3317550039914081
CC/Fragrances,Asia,Skincare,Brand C,Shampoo,3287,14,-0.08127119836610187,0.20567316339219738,0.0876674908809669,0.3853193869277892
CC/Fragrances,Asia,Skincare,Brand C,Deodorant,9702,31,-0.10747959105838309,0.21512502818903123,0.08169626732801533,0.40514248592117563
CC/Fragrances,Asia,Skincare,Brand D,Conditioner,9119,22,-0.019237177717616544,0.10560838740733756,0.0673669471893572,0.49825652512975793
CC/Fragrances,Asia,Skincare,Brand D,Lotion,6797,12,-0.09020949804613092,0.10364381171766988,0.059598191952085024,0.4630220139988058
CC/Fragrances,Asia,Skincare,Brand E,Cream,9574,59,-0.04739271545905574,0.12066769815535149,0.06925174562175174,0.21703816299525827
CC/Fragrances,Asia,Skincare,Brand E,Deodorant,6978,55,-0.023770367764086586,0.11581312490884564,0.07819432825113087,0.36180481426369826
CC/Fragrances,South America,Hair,Brand A,Deodorant,2023,32,-0.06800386759950677,0.1213926362195702,0.0727715425974134,0.3358937958080354
CC/Fragrances,South America,Hair,Brand A,Lotion,6577,15,-0.011395139800568554,0.28044245146753866,0.06031654810116222,0.229438957696446
CC/Fragrances,South America,Hair,Brand B,Shampoo,5286,33,-0.031945168779576594,0.20659942598286835,0.06002288647948998,0.35284240261240785
CC/Fragrances,South America,Hair,Brand B,Soap,5180,47,-0.06254612290335737,0.2833648609075673,0.08123259568703697,0.4876017264810433
CC/Fragrances,South America,Hair,Brand C,Shampoo,9590,37,-0.03701821261360333,0.2387485744530418,0.09313368738622803,0.2577842008791656
CC/Fragrances,South America,Hair,Brand C,Conditioner,8926,10,-0.13349458247019758,0.25309184611146657,0.07969030232031654,0.4060119114791818
CC/Fragrances,South America,Hair,Brand D,Lotion,5213,59,-0.09199242800011156,0.25343970110103387,0.07970333713850511,0.41830082801472834
CC/Fragrances,South America,Hair,Brand D,Cream,1181,46,-0.10618562737015491,0.25464796300335524,0.08214617207572203,0.22517451352891815
CC/Fragrances,South America,Hair,Brand E,Lotion,5272,20,-0.030208366100468176,0.2369865568221116,0.07906056462458061,0.46285704947952916
CC/Fragrances,South America,Hair,Brand E,Body Wash,9454,46,-0.053218560414307656,0.19292209581210729,0.05763235467219261,0.4979582684203352
CC/Fragrances,South America,Body,Brand A,Conditioner,1223,18,-0.05938433487724751,0.1548781598362367,0.05963066922390167,0.4807638681265518
CC/Fragrances,South America,Body,Brand A,Soap,2695,19,-0.0904480972736795,0.2785524236779295,0.07266246182877664,0.30509558879163773
CC/Fragrances,South America,Body,Brand B,Perfume,5604,38,-0.10136076752028664,0.12140138402638911,0.06171604214058629,0.25732892605705915
CC/Fragrances,South America,Body,Brand B,Soap,1765,43,-0.10241351186000727,0.15080602513843427,0.05016601080205668,0.40512227096219205
CC/Fragrances,South America,Body,Brand C,Deodorant,4608,56,-0.14525954985078998,0.2724001344645214,0.07749427629922959,0.35813895735378076
CC/Fragrances,South America,Body,Brand C,Soap,4539,42,-0.0480410626795858,0.26813464831438627,0.08467892116730902,0.42982105562054
CC/Fragrances,South America,Body,Brand D,Soap,3489,11,-0.07756651241679334,0.2767871613264874,0.06892538099163353,0.46630135135462986
CC/Fragrances,South America,Body,Brand D,Conditioner,2181,35,-0.011701254294751995,0.2226264634918554,0.050988261873773644,0.22716803842323166
CC/Fragrances,South America,Body,Brand E,Cream,1624,28,-0.0075093568345586115,0.21483365363346538,0.05327121435571683,0.2908061813251759
CC/Fragrances,South America,Body,Brand E,Soap,2826,50,-0.0040073945199803895,0.13386535872429134,0.07167580023496858,0.25819228940913563
CC/Fragrances,South America,Fragrance,Brand A,Shampoo,1249,48,-0.036158176332205944,0.2823070400733316,0.05163032299829229,0.4843617970893386
CC/Fragrances,South America,Fragrance,Brand A,Conditioner,2336,13,-0.06510228342494757,0.16299926806926537,0.059032689853950236,0.3807971691202764
CC/Fragrances,South America,Fragrance,Brand B,Perfume,5605,36,-0.08316955750785704,0.24219059020931788,0.0696698498744286,0.3027869203527086
CC/Fragrances,South America,Fragrance,Brand B,Soap,5562,51,-0.11612813667189714,0.1745981769746225,0.09685209058690294,0.2894523616015756
CC/Fragrances,South America,Fragrance,Brand C,Conditioner,9313,10,-0.05666417969257387,0.16732963565423215,0.052981938237824204,0.33221568866753376
CC/Fragrances,South America,Fragrance,Brand C,Perfume,3746,22,-0.10250363959932576,0.1452581849308701,0.07295467609265271,0.3304619620140622
CC/Fragrances,South America,Fragrance,Brand D,Lotion,3250,33,-0.06649987486875034,0.2756945493585612,0.08841248808992964,0.3674447761120916
CC/Fragrances,South America,Fragrance,Brand D,Perfume,8639,43,-0.01852662585894116,0.2730111412766788,0.07096341289727108,0.49229184543930843
CC/Fragrances,South America,Fragrance,Brand E,Cream,7026,10,-0.07134148847737647,0.2835943927803276,0.08011062964320725,0.45117333133765314
CC/Fragrances,South America,Fragrance,Brand E,Lotion,7602,30,-0.08164670858492235,0.2566310789237877,0.06442505717362637,0.2547997404642227
CC/Fragrances,South America,Skincare,Brand A,Body Wash,4472,34,-0.03572505454399255,0.19553474743617524,0.06523412638839435,0.49220538288464655
CC/Fragrances,South America,Skincare,Brand A,Soap,4849,31,-0.01652035871885682,0.282190121083724,0.08871499048359457,0.20443179734540118
CC/Fragrances,South America,Skincare,Brand B,Conditioner,9580,18,-0.0841808711405531,0.2644330832398233,0.0552373727300956,0.4167350449006543
CC/Fragrances,South America,Skincare,Brand B,Deodorant,8470,32,-0.076995914805394,0.29550348381689884,0.07108809153682621,0.44176814734154574
CC/Fragrances,South America,Skincare,Brand C,Shampoo,6660,42,-0.14243481540350328,0.2069946448718783,0.05726806045635285,0.4404610406572522
CC/Fragrances,South America,Skincare,Brand C,Lotion,1910,54,-0.11926201917973928,0.24053991943990174,0.06660294247998341,0.2420866634877495
CC/Fragrances,South America,Skincare,Brand D,Cream,9104,57,-0.13708781671377476,0.1517817702541555,0.08742600870313089,0.42276417939374544
CC/Fragrances,South America,Skincare,Brand D,Body Wash,3353,45,-0.13935894362715023,0.269617091410422,0.05603825170601201,0.4824882178107373
CC/Fragrances,South America,Skincare,Brand E,Conditioner,6806,12,-0.030714548894527988,0.25107428857744407,0.06792211642289515,0.36183188828156154
CC/Fragrances,South America,Skincare,Brand E,Lotion,2996,57,-0.11042204780112956,0.13824212168266098,0.07334449050747231,0.4427577955199417
CC/Fragrances,Africa,Hair,Brand A,Perfume,9756,12,-0.11954930391960318,0.2305012148853096,0.06531491406941374,0.4585418925650823
CC/Fragrances,Africa,Hair,Brand A,Cream,1875,21,-0.043459180247672244,0.14174834447013998,0.08058180992958283,0.279191947242473
CC/Fragrances,Africa,Hair,Brand B,Shampoo,5644,14,-0.13403547564386545,0.21169686619684264,0.07087875177563734,0.2798119613000625
CC/Fragrances,Africa,Hair,Brand B,Perfume,8554,30,-0.12688081812729013,0.18993444161286932,0.06962287810520902,0.3760601570062283
CC/Fragrances,Africa,Hair,Brand C,Cream,4083,40,-0.04458234549652754,0.1751531302926786,0.07414351277278192,0.2992813349010476
CC/Fragrances,Africa,Hair,Brand C,Lotion,2996,50,-0.07509065853534451,0.1344930811352445,0.08043496573205966,0.41681798403909376
CC/Fragrances,Africa,Hair,Brand D,Conditioner,4249,19,-0.14570774574659806,0.2639488574969304,0.06427839724836974,0.2791994010430363
CC/Fragrances,Africa,Hair,Brand D,Cream,2240,46,-0.00030503507630111337,0.27845534933657334,0.09669607367355008,0.41163468628819655
CC/Fragrances,Africa,Hair,Brand E,Soap,3284,30,-0.056852979645649226,0.25091750140127966,0.09434665919771758,0.2828783334744541
CC/Fragrances,Africa,Hair,Brand E,Deodorant,9015,10,-0.06054478222989376,0.12045524001462421,0.052620439983159975,0.4139418296348552
CC/Fragrances,Africa,Body,Brand A,Body Wash,1977,30,-0.02897136158649584,0.2689055037809297,0.06728500282781344,0.42175464099146176
CC/Fragrances,Africa,Body,Brand A,Shampoo,5876,19,-0.06709344969853864,0.14337978373592392,0.06348066935045475,0.4569744841527015
CC/Fragrances,Africa,Body,Brand B,Body Wash,2151,46,-0.04440454592139055,0.1514370239302967,0.05044175855574021,0.3326916860074759
CC/Fragrances,Africa,Body,Brand B,Cream,3999,53,-0.11564312293678462,0.11452620064077253,0.09890775065572979,0.4054413922332787
CC/Fragrances,Africa,Body,Brand C,Deodorant,7673,38,-0.0073139407490678265,0.17506743169070937,0.08105935873100123,0.29202178831721276
CC/Fragrances,Africa,Body,Brand C,Soap,6840,45,-0.11380874975494479,0.1818882744246818,0.06254598200137282,0.4939314070726677
CC/Fragrances,Africa,Body,Brand D,Shampoo,8290,15,-0.13379626747000437,0.29781395331488525,0.07458158776937512,0.31092121890388436
CC/Fragrances,Africa,Body,Brand D,Deodorant,4203,47,-0.021261691556663853,0.23491372408633285,0.09182672541323533,0.4288166426062296
CC/Fragrances,Africa,Body,Brand E,Shampoo,8805,32,-0.07807808302576101,0.17886141939575723,0.07491238855156819,0.37663573623580615
CC/Fragrances,Africa,Body,Brand E,Lotion,5855,59,-0.061368740072736794,0.21655853643527445,0.07163544674977275,0.21054897671657397
CC/Fragrances,Africa,Fragrance,Brand A,Lotion,1565,10,-0.1443321415695549,0.27397931238556233,0.06931928825627598,0.29486960289009934
CC/Fragrances,Africa,Fragrance,Brand A,Body Wash,2215,59,-0.0696736670955671,0.21097767653114202,0.05613735078836654,0.2415284554765501
CC/Fragrances,Africa,Fragrance,Brand B,Lotion,3725,57,-0.015488596399972077,0.15106025782112656,0.05743027953824367,0.24373901260550668
CC/Fragrances,Africa,Fragrance,Brand B,Deodorant,9447,25,-0.14822594944446363,0.2905514098371954,0.06545816514907773,0.4293400019353798
CC/Fragrances,Africa,Fragrance,Brand C,Shampoo,4071,12,-0.04682445043754309,0.12967667431579283,0.09354430360754303,0.41957079482872184
CC/Fragrances,Africa,Fragrance,Brand C,Body Wash,4934,42,-0.12073497957476112,0.14973493348686123,0.08105047024982688,0.2932544816887735
CC/Fragrances,Africa,Fragrance,Brand D,Shampoo,4599,40,-0.06588570251042156,0.12445353845178891,0.08482814821606557,0.4774086392705119
CC/Fragrances,Africa,Fragrance,Brand D,Conditioner,6640,30,-0.12738907862651974,0.2491805163247585,0.0877108558794301,0.23039666027253058
CC/Fragrances,Africa,Fragrance,Brand E,Shampoo,9111,27,-0.02670884191748185,0.21772068648670678,0.09910796654398049,0.2534655123188521
CC/Fragrances,Africa,Fragrance,Brand E,Body Wash,7649,22,-0.10518660783858567,0.12925429192625829,0.08342930805148613,0.22554811852560602
CC/Fragrances,Africa,Skincare,Brand A,Cream,1417,41,-0.012776418575072196,0.10632935273912025,0.06018656166472133,0.4812476417494303
CC/Fragrances,Africa,Skincare,Brand A,Conditioner,7664,47,-0.14462953490281277,0.2519158738714803,0.09949586880263504,0.29967025589680735
CC/Fragrances,Africa,Skincare,Brand B,Body Wash,8220,48,-0.09082426228112953,0.12707168213583817,0.05644316927636038,0.3222311759488381
CC/Fragrances,Africa,Skincare,Brand B,Soap,3461,39,-0.06015689499267626,0.20577622380252525,0.08015163013607679,0.45066207194896235
CC/Fragrances,Africa,Skincare,Brand C,Shampoo,9937,14,-0.11440033886156858,0.12343665547910405,0.06852734126351678,0.2191974482512633
CC/Fragrances,Africa,Skincare,Brand C,Deodorant,9416,52,-0.033476783518966435,0.17745672236297347,0.09308423660904178,0.2316321387725824
CC/Fragrances,Africa,Skincare,Brand D,Cream,9009,54,-0.07790029580361493,0.21739006985370296,0.050321081217870996,0.22582607670037017
CC/Fragrances,Africa,Skincare,Brand D,Body Wash,8280,13,-0.03786262780640737,0.24316568261921018,0.06273973530553678,0.2625812947953965
CC/Fragrances,Africa,Skincare,Brand E,Conditioner,1573,17,-0.08780371594575556,0.17101889611669477,0.08795723753954447,0.256061857350365
CC/Fragrances,Africa,Skincare,Brand E,Lotion,8203,20,-0.054583332256353284,0.18610511510273003,0.052551349855476805,0.24213932580628467
Hair/Body,North America,Hair,Brand A,Lotion,5003,17,-0.10770826153079757,0.11867695002010797,0.0927658913827937,0.3847601913420111
Hair/Body,North America,Hair,Brand A,Body Wash,3682,49,-0.012273278003983784,0.12288859095173532,0.07763863884367372,0.3406787255310416
Hair/Body,North America,Hair,Brand B,Cream,7879,29,-0.04807427934370655,0.2612999426179533,0.09906180579956084,0.3490344667892977
Hair/Body,North America,Hair,Brand B,Lotion,3561,33,-0.11577693546363937,0.1964262422013226,0.07580292023197487,0.49757038204600135
Hair/Body,North America,Hair,Brand C,Shampoo,6451,47,-0.1477805328515388,0.17258469421609074,0.08026892968276023,0.212215847204836
Hair/Body,North America,Hair,Brand C,Perfume,7843,45,-0.021907849566747573,0.2715040655902461,0.08127816948706201,0.3940507960209182
Hair/Body,North America,Hair,Brand D,Cream,4291,11,-0.13391534724700305,0.16405404054530195,0.07841842302314966,0.3906041622172238
