Portfolio,Geography,Category,Brand,Segment,Year_3_Sales,Year_3_Margin
CC/Fragrances,South America,Hair,Brand E,Lotion,8313.286855575128,215.53530710857817
CC/Fragrances,South America,Hair,Brand E,Body Wash,13683.645594657497,2552.846715262663
CC/Fragrances,South America,Body,Brand A,Conditioner,1746.5967571722736,99.9910719193706
CC/Fragrances,South America,Body,Brand A,Soap,4298.484991164289,160.89887750522576
CC/Fragrances,South America,Body,Brand B,Perfume,6140.562013727076,597.5263982412104
CC/Fragrances,South America,Body,Brand B,Soap,2193.952220824637,268.34122130444337
CC/Fragrances,South America,Body,Brand C,Deodorant,4353.401720060356,855.6372640439446
CC/Fragrances,South America,Body,Brand C,Soap,5479.557129122726,392.9614195063546
CC/Fragrances,South America,Body,Brand D,Soap,4948.158969301043,39.239864199749725
CC/Fragrances,South America,Body,Brand D,Conditioner,3775.3034532245083,270.9909613238368
CC/Fragrances,South America,Body,Brand E,Cream,2460.940089681375,178.17833285168987
CC/Fragrances,South America,Body,Brand E,Soap,3917.3557781579134,312.531404284309
CC/Fragrances,South America,Fragrance,Brand A,Shampoo,1928.442453558505,275.4872235154039
CC/Fragrances,South America,Fragrance,Brand A,Conditioner,3032.2166629711314,117.11051579086815
CC/Fragrances,South America,Fragrance,Brand B,Perfume,6909.3004471058575,558.2035069192771
CC/Fragrances,South America,Fragrance,Brand B,Soap,6978.528981787809,608.2561744295443
CC/Fragrances,South America,Fragrance,Brand C,Conditioner,13554.539132458902,408.68749483925603
CC/Fragrances,South America,Fragrance,Brand C,Perfume,4258.352052191877,290.2052516770043
CC/Fragrances,South America,Fragrance,Brand D,Lotion,5407.70652127926,503.29130345279776
CC/Fragrances,South America,Fragrance,Brand D,Perfume,13523.782909999018,2851.1679543473165
CC/Fragrances,South America,Fragrance,Brand E,Cream,10243.081831413137,94.01514748965778
CC/Fragrances,South America,Fragrance,Brand E,Lotion,12599.930726343853,589.3998249394383
CC/Fragrances,South America,Skincare,Brand A,Body Wash,6862.477573504837,597.7600719864527
CC/Fragrances,South America,Skincare,Brand A,Soap,8705.504445913288,471.0291433653579
CC/Fragrances,South America,Skincare,Brand B,Conditioner,16860.5223426161,685.6417386499435
CC/Fragrances,South America,Skincare,Brand B,Deodorant,11767.021550930296,855.675047768636
CC/Fragrances,South America,Skincare,Brand C,Shampoo,8001.956230039597,305.7350039488535
CC/Fragrances,South America,Skincare,Brand C,Lotion,2291.3059406609077,152.10640760390544
CC/Fragrances,South America,Skincare,Brand D,Cream,10265.87669631805,2245.768294711092
CC/Fragrances,South America,Skincare,Brand D,Body Wash,5055.622524431441,901.25166887595
CC/Fragrances,South America,Skincare,Brand E,Conditioner,9116.308869757395,93.91077693955593
CC/Fragrances,South America,Skincare,Brand E,Lotion,3318.576067205155,481.63865152063124
CC/Fragrances,Africa,Hair,Brand A,Perfume,15378.688445837846,584.8842595742848
CC/Fragrances,Africa,Hair,Brand A,Cream,2320.9982760933776,115.44490638634156
CC/Fragrances,Africa,Hair,Brand B,Shampoo,6853.638145425799,138.05733265804358
CC/Fragrances,Africa,Hair,Brand B,Perfume,12319.46997639587,1106.8057876799064
CC/Fragrances,Africa,Hair,Brand C,Cream,4846.6912605501375,262.8894475611949
CC/Fragrances,Africa,Hair,Brand C,Lotion,3445.467303386126,250.96828865009425
CC/Fragrances,Africa,Hair,Brand D,Conditioner,4646.522872213022,199.23624447460853
CC/Fragrances,Africa,Hair,Brand D,Cream,3784.703535556075,330.8336970863819
CC/Fragrances,Africa,Hair,Brand E,Soap,4477.90865553169,357.1230277213272
CC/Fragrances,Africa,Hair,Brand E,Deodorant,9553.742495835948,377.5415398960332
CC/Fragrances,Africa,Body,Brand A,Body Wash,2698.4163650566925,244.0870194964424
CC/Fragrances,Africa,Body,Brand A,Shampoo,7137.571311568026,349.5449427262815
CC/Fragrances,Africa,Body,Brand B,Body Wash,2518.969371794627,107.41860606115429
CC/Fragrances,Africa,Body,Brand B,Cream,4806.761879715076,724.7419639998923
CC/Fragrances,Africa,Body,Brand C,Deodorant,10674.44424988573,436.78766110721665
CC/Fragrances,Africa,Body,Brand C,Soap,7992.4733759374085,1292.3346654166023
CC/Fragrances,Africa,Body,Brand D,Shampoo,12464.714393630538,487.41830085011765
CC/Fragrances,Africa,Body,Brand D,Deodorant,6658.705151041066,655.1942143039306
CC/Fragrances,Africa,Body,Brand E,Shampoo,10986.973667890497,489.13196405687046
CC/Fragrances,Africa,Body,Brand E,Lotion,8333.157027048042,368.05514063173206
CC/Fragrances,Africa,Fragrance,Brand A,Lotion,2477.6578238769403,43.190684983302965
CC/Fragrances,Africa,Fragrance,Brand A,Body Wash,3574.9229806457556,467.57736725543634
CC/Fragrances,Africa,Fragrance,Brand B,Lotion,4558.696084065261,183.57218365518054
CC/Fragrances,Africa,Fragrance,Brand B,Deodorant,15709.330551424544,973.49580590207
CC/Fragrances,Africa,Fragrance,Brand C,Shampoo,5224.151403460886,245.86525102827346
CC/Fragrances,Africa,Fragrance,Brand C,Body Wash,5792.238187925595,436.97305037195076
CC/Fragrances,Africa,Fragrance,Brand D,Shampoo,5648.104750694419,756.7095729870906
CC/Fragrances,Africa,Fragrance,Brand D,Conditioner,10855.584263917754,662.1729765059935
CC/Fragrances,Africa,Fragrance,Brand E,Shampoo,12350.864535213246,636.0087835716251
CC/Fragrances,Africa,Fragrance,Brand E,Body Wash,7862.501604676952,384.17184757264005
CC/Fragrances,Africa,Skincare,Brand A,Cream,1766.0216225896959,259.8997603870888
CC/Fragrances,Africa,Skincare,Brand A,Conditioner,10285.50259633277,1060.5532190281433
CC/Fragrances,Africa,Skincare,Brand B,Body Wash,9774.38619392339,1083.5570947238602
CC/Fragrances,Africa,Skincare,Brand B,Soap,5605.270496842907,567.6530489650332
CC/Fragrances,Africa,Skincare,Brand C,Shampoo,11086.88240474265,185.79246321094175
CC/Fragrances,Africa,Skincare,Brand C,Deodorant,14894.751264769608,870.4466362653257
CC/Fragrances,Africa,Skincare,Brand D,Cream,11437.282019703569,774.0500770061965
CC/Fragrances,Africa,Skincare,Brand D,Body Wash,11706.369266615819,217.7876404553679
CC/Fragrances,Africa,Skincare,Brand E,Conditioner,1788.8940191695078,72.84257411273546
CC/Fragrances,Africa,Skincare,Brand E,Lotion,11554.845880684958,186.26430577404648
Hair/Body,North America,Hair,Brand A,Lotion,5870.663304736165,330.65730914587255
Hair/Body,North America,Hair,Brand A,Body Wash,4337.629139294943,400.7162743461142
Hair/Body,North America,Hair,Brand B,Cream,10991.463560320755,895.7259926505925
Hair/Body,North America,Hair,Brand B,Lotion,4932.729636499769,571.6609041472077
Hair/Body,North America,Hair,Brand C,Shampoo,6749.684969119427,636.2564158925081
Hair/Body,North America,Hair,Brand C,Perfume,11350.719262787246,1408.4606405488785
Hair/Body,North America,Hair,Brand D,Cream,4009.708080859959,34.74959961980591
Hair/Body,North America,Hair,Brand D,Deodorant,9562.339440587071,419.4446879654362
Hair/Body,North America,Hair,Brand E,Soap,9465.528996944573,869.7791122244191
Hair/Body,North America,Hair,Brand E,Conditioner,12625.134656945584,521.8225269579739
Hair/Body,North America,Body,Brand A,Body Wash,10076.975862394218,892.468096533976
Hair/Body,North America,Body,Brand A,Perfume,3067.505075439555,282.0745616397082
Hair/Body,North America,Body,Brand B,Perfume,2307.4389178258702,18.278020445117175
Hair/Body,North America,Body,Brand B,Soap,5668.753059211826,335.06710362711357
Hair/Body,North America,Body,Brand C,Lotion,12708.866959155172,1671.441182847827
Hair/Body,North America,Body,Brand C,Cream,2765.734542343127,319.23338694925894
Hair/Body,North America,Body,Brand D,Soap,2568.1895191813637,214.13166524848018
Hair/Body,North America,Body,Brand D,Body Wash,2336.558755796182,354.07430567003956
Hair/Body,North America,Body,Brand E,Deodorant,8013.356429820598,1122.6287247831526
Hair/Body,North America,Body,Brand E,Body Wash,7087.202692090556,747.1003485861247
Hair/Body,North America,Fragrance,Brand A,Cream,9607.782420489033,212.3739993789897
Hair/Body,North America,Fragrance,Brand A,Lotion,10425.047282878397,338.1575618133669
Hair/Body,North America,Fragrance,Brand B,Conditioner,6818.874869955227,153.4316510867111
Hair/Body,North America,Fragrance,Brand B,Shampoo,4075.3287994861516,249.5337635370627
Hair/Body,North America,Fragrance,Brand C,Shampoo,2839.466754530785,403.1345100925462
Hair/Body,North America,Fragrance,Brand C,Cream,1977.8943831245197,104.83526388496179
Hair/Body,North America,Fragrance,Brand D,Shampoo,3094.926259433664,414.2424009707031
Hair/Body,North America,Fragrance,Brand D,Perfume,14505.868581657549,873.839258654924
Hair/Body,North America,Fragrance,Brand E,Perfume,7167.081606055075,158.94037224313112
Hair/Body,North America,Fragrance,Brand E,Conditioner,5734.971472787901,337.89334552464317
Hair/Body,North America,Skincare,Brand A,Perfume,10316.022639565566,670.7659953525659
Hair/Body,North America,Skincare,Brand A,Shampoo,3490.5673798770326,129.91165467636398
Hair/Body,North America,Skincare,Brand B,Conditioner,2385.567420735269,53.53856366838795
Hair/Body,North America,Skincare,Brand B,Cream,9548.99673733063,874.6644305163784
Hair/Body,North America,Skincare,Brand C,Body Wash,1940.7918176415662,54.17696780233066
Hair/Body,North America,Skincare,Brand C,Cream,4693.658022500586,794.5899372245649
Hair/Body,North America,Skincare,Brand D,Conditioner,10563.517092697077,429.36824625111416
Hair/Body,North America,Skincare,Brand D,Lotion,12015.507902452007,2053.7212434643307
Hair/Body,North America,Skincare,Brand E,Soap,8405.626361368772,393.3909732838111
Hair/Body,North America,Skincare,Brand E,Body Wash,6557.16877320964,1376.2835554080166
Hair/Body,Europe,Hair,Brand A,Perfume,6100.023705714225,243.99386856624363
Hair/Body,Europe,Hair,Brand A,Cream,7512.508824985878,712.1276651568687
Hair/Body,Europe,Hair,Brand B,Deodorant,7226.6861105779435,1007.6189926320411
Hair/Body,Europe,Hair,Brand B,Cream,2225.611692692247,195.4172951858707
Hair/Body,Europe,Hair,Brand C,Soap,5363.301004316559,1202.583567383044
Hair/Body,Europe,Hair,Brand C,Conditioner,1852.8162832978014,142.35806865481806
Hair/Body,Europe,Hair,Brand D,Cream,12121.353523870297,339.8337749882833
Hair/Body,Europe,Hair,Brand D,Conditioner,16152.52117946306,920.6631562556266
Hair/Body,Europe,Hair,Brand E,Deodorant,6618.576155714419,545.2479266753094
Hair/Body,Europe,Hair,Brand E,Cream,6184.988793583215,373.73895400788695
Hair/Body,Europe,Body,Brand A,Soap,3753.325331711676,178.04013054651034
Hair/Body,Europe,Body,Brand A,Deodorant,9690.604219752433,466.1127169021188
Hair/Body,Europe,Body,Brand B,Cream,2025.2147667709864,199.2195477902605
Hair/Body,Europe,Body,Brand B,Deodorant,7412.567930353433,125.67734103922287
Hair/Body,Europe,Body,Brand C,Conditioner,7558.456701176038,1279.5559742089486
Hair/Body,Europe,Body,Brand C,Deodorant,11138.819845039066,934.1138526695519
Hair/Body,Europe,Body,Brand D,Body Wash,14662.285114292472,884.9981446845173
Hair/Body,Europe,Body,Brand D,Perfume,7712.084942617762,468.3346359782189
Hair/Body,Europe,Body,Brand E,Deodorant,4805.1574142874615,265.48614743379443
Hair/Body,Europe,Body,Brand E,Perfume,12548.99913997787,509.96218596478127
Hair/Body,Europe,Fragrance,Brand A,Perfume,10506.460331838876,598.421406530086
Hair/Body,Europe,Fragrance,Brand A,Lotion,11411.60524059477,1846.2524289299313
Hair/Body,Europe,Fragrance,Brand B,Lotion,3725.2655199007418,246.7269138454126
Hair/Body,Europe,Fragrance,Brand B,Deodorant,9365.638812197396,849.4212457043834
Hair/Body,Europe,Fragrance,Brand C,Deodorant,6328.145748388662,463.5724793832743
Hair/Body,Europe,Fragrance,Brand C,Body Wash,10231.325575671653,474.7873879092637
Hair/Body,Europe,Fragrance,Brand D,Deodorant,10036.578449681934,276.2309976339574
Hair/Body,Europe,Fragrance,Brand D,Perfume,10569.193368445387,1574.7332285248933
Hair/Body,Europe,Fragrance,Brand E,Shampoo,9051.016303278204,1057.4799224268584
Hair/Body,Europe,Fragrance,Brand E,Conditioner,11142.49621929974,382.9222318556921
Hair/Body,Europe,Skincare,Brand A,Shampoo,2151.7911826328636,54.79463136842176
Hair/Body,Europe,Skincare,Brand A,Lotion,8961.47745617677,107.79520800541484
Hair/Body,Europe,Skincare,Brand B,Conditioner,10137.403164687863,1208.1015586189858
Hair/Body,Europe,Skincare,Brand B,Body Wash,12036.01776039077,615.2983031237011
Hair/Body,Europe,Skincare,Brand C,Cream,14112.733268735583,1872.3328720881868
Hair/Body,Europe,Skincare,Brand C,Body Wash,5824.6393645030375,80.59560383349456
Hair/Body,Europe,Skincare,Brand D,Cream,8849.664208492954,524.1556164909695
Hair/Body,Europe,Skincare,Brand D,Soap,14452.69615256768,1481.5603874938226
Hair/Body,Europe,Skincare,Brand E,Deodorant,5664.048841258113,286.76240229843756
Hair/Body,Europe,Skincare,Brand E,Lotion,5697.254280883631,502.5663639681974
Hair/Body,Asia,Hair,Brand A,Conditioner,6052.114284007966,861.7649492675002
Hair/Body,Asia,Hair,Brand A,Soap,3624.7977232276457,813.901719797909
Hair/Body,Asia,Hair,Brand B,Soap,3439.7729600769767,205.69525076066486
Hair/Body,Asia,Hair,Brand B,Cream,12758.1609904468,2801.8120144901686
Hair/Body,Asia,Hair,Brand C,Cream,12141.162140905879,1313.285671460202
Hair/Body,Asia,Hair,Brand C,Soap,10638.615745181192,582.8591075076932
Hair/Body,Asia,Hair,Brand D,Shampoo,4725.01886294882,156.602070344068
Hair/Body,Asia,Hair,Brand D,Body Wash,9566.904577321264,386.20247462683784
Hair/Body,Asia,Hair,Brand E,Lotion,3581.164280896209,254.32169514611513
Hair/Body,Asia,Hair,Brand E,Deodorant,12542.606968163298,588.3501819363695
Hair/Body,Asia,Body,Brand A,Soap,1362.7607162441018,58.69615533132969
Hair/Body,Asia,Body,Brand A,Shampoo,1532.5549855763995,213.04434178722332
Hair/Body,Asia,Body,Brand B,Body Wash,7058.233755883883,284.4316626629005
Hair/Body,Asia,Body,Brand B,Conditioner,6368.844124342048,602.9114032433332
Hair/Body,Asia,Body,Brand C,Cream,10920.4466470712,1239.4885734605364
Hair/Body,Asia,Body,Brand C,Soap,10415.815244549642,1892.5536911927843
Hair/Body,Asia,Body,Brand D,Shampoo,1922.4879295878693,64.70627426103276
Hair/Body,Asia,Body,Brand D,Deodorant,9770.020257321175,1012.6089009390637
Hair/Body,Asia,Body,Brand E,Lotion,11838.442784182611,749.8806144597659
Hair/Body,Asia,Body,Brand E,Conditioner,10657.375853329297,1685.0352344293408
